1_1_2025,Exp 1
Signal,Time
V,s
-1.148377,0.00132
-1.866616,0.00132
-1.947817,0.00133
-1.370712,0.00133
-0.338305,0.00133
0.79786,0.00133
1.665133,0.00133
1.995417,0.00133
1.704123,0.00133
0.904194,0.00133
-0.147065,0.00133
-1.139032,0.00133
-1.806038,0.00134
-1.995184,0.00134
-1.690842,0.00134
-1.001926,0.00134
-0.113392,0.00134
0.772404,0.00134
1.48098,0.00134
1.900843,0.00134
1.989134,0.00134
1.768407,0.00134
1.309394,0.00135
0.702803,0.00135
0.04337,0.00135
-0.542756,0.00135
-1.090538,0.00135
-1.518291,0.00135
-1.808938,0.00135
-1.965056,0.00135
-2.000501,0.00135
-1.934767,0.00135
-1.794116,0.00136
-1.600619,0.00136
-1.37474,0.00136
-1.133393,0.00136
-0.890436,0.00136
-0.655535,0.00136
-0.434972,0.00136
-0.232132,0.00136
-0.048464,0.00136
0.114743,0.00136
0.258938,0.00137
0.385734,0.00137
0.49674,0.00137
0.594213,0.00137
0.679925,0.00137
0.756937,0.00137
0.826699,0.00137
0.891628,0.00137
0.954301,0.00137
1.015846,0.00137
1.077552,0.00138
1.142964,0.00138
1.211276,0.00138
1.284583,0.00138
1.362723,0.00138
1.446985,0.00138
1.535275,0.00138
1.627594,0.00138
1.720234,0.00138
1.809169,0.00138
1.889243,0.00139
1.953366,0.00139
1.99139,0.00139
1.99429,0.00139
1.948694,0.00139
1.842036,0.00139
1.662878,0.00139
1.400745,0.00139
1.052096,0.00139
0.619992,0.00139
0.118287,0.0014
-0.424983,0.0014
-0.967126,0.0014
-1.484296,0.0014
-1.836327,0.0014
-1.996473,0.0014
-1.913178,0.0014
-1.563563,0.0014
-0.964226,0.0014
-0.183798,0.0014
0.658014,0.00141
1.403162,0.00141
1.887471,0.00141
1.977534,0.00141
1.615832,0.00141
0.853122,0.00141
-0.144326,0.00141
-1.124371,0.00141
-1.81071,0.00141
-1.987129,0.00141
-1.573391,0.00142
-0.670357,0.00142
0.453884,0.00142
1.441668,0.00142
1.963356,0.00142
1.833659,0.00142
1.083191,0.00142
-0.037992,0.00142
-1.148377,0.00142
-1.866616,0.00142
-1.948462,0.00143
-1.371195,0.00143
-0.338627,0.00143
0.797699,0.00143
1.665455,0.00143
1.99574,0.00143
1.704445,0.00143
0.904517,0.00143
-0.147065,0.00143
-1.138871,0.00143
-1.805877,0.00144
-1.995184,0.00144
-1.691165,0.00144
-1.002087,0.00144
-0.113231,0.00144
0.772243,0.00144
1.480819,0.00144
1.899715,0.00144
1.987684,0.00144
1.767602,0.00144
1.30875,0.00145
0.702481,0.00145
0.043209,0.00145
-0.542917,0.00145
-1.090699,0.00145
-1.518452,0.00145
-1.80926,0.00145
-1.965217,0.00145
-2.000018,0.00145
-1.935411,0.00145
-1.794277,0.00146
-1.600619,0.00146
-1.374579,0.00146
-1.133555,0.00146
-0.891081,0.00146
-0.656018,0.00146
-0.435133,0.00146
-0.232132,0.00146
-0.048625,0.00146
0.114743,0.00146
0.259099,0.00147
0.385412,0.00147
0.49674,0.00147
0.594375,0.00147
0.679764,0.00147
0.756776,0.00147
0.826699,0.00147
0.891628,0.00147
0.954784,0.00147
1.015685,0.00147
1.078197,0.00148
1.142803,0.00148
1.211115,0.00148
1.284422,0.00148
1.363045,0.00148
1.446824,0.00148
1.535759,0.00148
1.627755,0.00148
1.720395,0.00148
1.809491,0.00148
1.889082,0.00149
1.952722,0.00149
1.991712,0.00149
1.993967,0.00149
1.948855,0.00149
1.841553,0.00149
1.662555,0.00149
1.401068,0.00149
1.052418,0.00149
0.619992,0.00149
0.118448,0.0015
-0.424983,0.0015
-0.967126,0.0015
-1.483974,0.0015
-1.836327,0.0015
-1.996151,0.0015
-1.913661,0.0015
-1.563725,0.0015
-0.964064,0.0015
-0.183154,0.0015
0.658014,0.00151
1.403323,0.00151
1.887954,0.00151
1.977211,0.00151
1.615993,0.00151
0.853444,0.00151
-0.144326,0.00151
-1.12421,0.00151
-1.810871,0.00151
-1.987612,0.00151
-1.573069,0.00152
-0.670518,0.00152
0.453562,0.00152
1.441346,0.00152
1.963678,0.00152
1.833336,0.00152
1.083191,0.00152
-0.037831,0.00152
-1.148216,0.00152
-1.866455,0.00152
-1.947978,0.00153
-1.370873,0.00153
-0.338949,0.00153
0.797699,0.00153
1.665455,0.00153
1.995901,0.00153
1.704606,0.00153
0.904356,0.00153
-0.147065,0.00153
-1.139193,0.00153
-1.80636,0.00154
-1.995345,0.00154
-1.690681,0.00154
-1.002248,0.00154
-0.11307,0.00154
0.772082,0.00154
1.480658,0.00154
1.899877,0.00154
1.988006,0.00154
1.767602,0.00154
1.309233,0.00155
0.702642,0.00155
0.043209,0.00155
-0.542595,0.00155
-1.090054,0.00155
-1.518291,0.00155
-1.809421,0.00155
-1.965217,0.00155
-2.000823,0.00155
-1.934928,0.00155
-1.794277,0.00156
-1.60078,0.00156
-1.37474,0.00156
-1.133393,0.00156
-0.891081,0.00156
-0.656018,0.00156
-0.435294,0.00156
-0.231971,0.00156
-0.048625,0.00156
0.114582,0.00156
0.259099,0.00157
0.386056,0.00157
0.496418,0.00157
0.594213,0.00157
0.680248,0.00157
0.757098,0.00157
0.82686,0.00157
0.891628,0.00157
0.954139,0.00157
1.015524,0.00157
1.077713,0.00158
1.142481,0.00158
1.211115,0.00158
1.284422,0.00158
1.362562,0.00158
1.446663,0.00158
1.536081,0.00158
1.627433,0.00158
1.720073,0.00158
1.809169,0.00158
1.888921,0.00159
1.952883,0.00159
1.991551,0.00159
1.994451,0.00159
1.948855,0.00159
1.842198,0.00159
1.662716,0.00159
1.400907,0.00159
1.052096,0.00159
0.620153,0.00159
0.118126,0.0016
-0.4245,0.0016
-0.966964,0.0016
-1.484618,0.0016
-1.836327,0.0016
-1.996473,0.0016
-1.913339,0.0016
-1.563886,0.0016
-0.964226,0.0016
-0.183476,0.0016
0.65737,0.00161
1.403162,0.00161
1.88731,0.00161
1.977373,0.00161
1.615671,0.00161
0.853444,0.00161
-0.144004,0.00161
-1.124371,0.00161
-1.811032,0.00161
-1.987451,0.00161
-1.573391,0.00162
-0.670357,0.00162
0.453401,0.00162
1.441668,0.00162
1.963194,0.00162
1.833497,0.00162
1.083191,0.00162
-0.037831,0.00162
-1.148216,0.00162
-1.866777,0.00162
-1.947978,0.00163
-1.371034,0.00163
-0.338949,0.00163
0.797377,0.00163
1.665778,0.00163
1.996062,0.00163
1.704606,0.00163
0.904678,0.00163
-0.146742,0.00163
-1.139193,0.00163
-1.80636,0.00164
-1.995507,0.00164
-1.691165,0.00164
-1.002731,0.00164
-0.113553,0.00164
0.771921,0.00164
1.480497,0.00164
1.899393,0.00164
1.988006,0.00164
1.767763,0.00164
1.308911,0.00165
0.70232,0.00165
0.04337,0.00165
-0.542917,0.00165
-1.089249,0.00165
-1.517002,0.00165
-1.808294,0.00165
-1.964573,0.00165
-2.000501,0.00165
-1.93525,0.00165
-1.794599,0.00166
-1.600619,0.00166
-1.374417,0.00166
-1.133393,0.00166
-0.890758,0.00166
-0.656018,0.00166
-0.435133,0.00166
-0.232615,0.00166
-0.048625,0.00166
0.114421,0.00166
0.259261,0.00167
0.386217,0.00167
0.49674,0.00167
0.594375,0.00167
0.679764,0.00167
0.756937,0.00167
0.827021,0.00167
0.891628,0.00167
0.954301,0.00167
1.015685,0.00167
1.077713,0.00168
1.142803,0.00168
1.211115,0.00168
1.28426,0.00168
1.363045,0.00168
1.447146,0.00168
1.536081,0.00168
1.627594,0.00168
1.720234,0.00168
1.809169,0.00168
1.889082,0.00169
1.953205,0.00169
1.991712,0.00169
1.994451,0.00169
1.948372,0.00169
1.842359,0.00169
1.662394,0.00169
1.400584,0.00169
1.052418,0.00169
0.620153,0.00169
0.118448,0.0017
-0.424339,0.0017
-0.966964,0.0017
-1.484135,0.0017
-1.836005,0.0017
-1.996312,0.0017
-1.9135,0.0017
-1.563725,0.0017
-0.964226,0.0017
-0.183315,0.0017
0.658014,0.00171
1.403162,0.00171
1.88731,0.00171
1.977373,0.00171
1.615993,0.00171
0.853766,0.00171
-0.143681,0.00171
-1.12421,0.00171
-1.810871,0.00171
-1.987612,0.00171
-1.573714,0.00172
-0.670679,0.00172
0.453562,0.00172
1.441507,0.00172
1.963517,0.00172
1.833659,0.00172
1.083513,0.00172
-0.037347,0.00172
-1.148377,0.00172
-1.866294,0.00172
-1.948301,0.00173
-1.371517,0.00173
-0.338949,0.00173
0.797377,0.00173
1.665455,0.00173
1.996223,0.00173
1.705089,0.00173
0.904356,0.00173
-0.146742,0.00173
-1.139193,0.00173
-1.80636,0.00174
-1.995023,0.00174
-1.691003,0.00174
-1.002731,0.00174
-0.113392,0.00174
0.772243,0.00174
1.481463,0.00174
1.900521,0.00174
1.988328,0.00174
1.767924,0.00174
1.308911,0.00175
0.702803,0.00175
0.043692,0.00175
-0.542595,0.00175
-1.089571,0.00175
-1.517163,0.00175
-1.808616,0.00175
-1.963928,0.00175
-1.999534,0.00175
-1.934123,0.00175
-1.792988,0.00176
-1.600136,0.00176
-1.375062,0.00176
-1.133716,0.00176
-0.890597,0.00176
-0.656018,0.00176
-0.43465,0.00176
-0.232454,0.00176
-0.048303,0.00176
0.114582,0.00176
0.258938,0.00177
0.385895,0.00177
0.496579,0.00177
0.594375,0.00177
0.680248,0.00177
0.756776,0.00177
0.827021,0.00177
0.891789,0.00177
0.954139,0.00177
1.015524,0.00177
1.077874,0.00178
1.142803,0.00178
1.210793,0.00178
1.284905,0.00178
1.362723,0.00178
1.447146,0.00178
1.535598,0.00178
1.627755,0.00178
1.720234,0.00178
1.80933,0.00178
1.889243,0.00179
1.953366,0.00179
1.992034,0.00179
1.994451,0.00179
1.948855,0.00179
1.842359,0.00179
1.6632,0.00179
1.400907,0.00179
1.052418,0.00179
0.620153,0.00179
0.118448,0.0018
-0.424661,0.0018
-0.966803,0.0018
-1.484457,0.0018
-1.836166,0.0018
-1.996634,0.0018
-1.913339,0.0018
-1.563725,0.0018
-0.964226,0.0018
-0.183154,0.0018
0.657853,0.00181
1.403001,0.00181
1.887471,0.00181
1.977534,0.00181
1.615671,0.00181
0.853605,0.00181
-0.14352,0.00181
-1.123727,0.00181
-1.810871,0.00181
-1.987451,0.00181
-1.573875,0.00182
-0.671001,0.00182
0.453079,0.00182
1.441668,0.00182
1.963678,0.00182
1.833336,0.00182
1.083997,0.00182
-0.037669,0.00182
-1.147894,0.00182
-1.866455,0.00182
-1.948301,0.00183
-1.371195,0.00183
-0.338949,0.00183
0.797538,0.00183
1.665133,0.00183
1.996062,0.00183
1.704767,0.00183
0.904356,0.00183
-0.146581,0.00183
-1.139193,0.00183
-1.806199,0.00184
-1.995345,0.00184
-1.691326,0.00184
-1.002731,0.00184
-0.113553,0.00184
0.772404,0.00184
1.48098,0.00184
1.900199,0.00184
1.988328,0.00184
1.768407,0.00184
1.309072,0.00185
0.702965,0.00185
0.04337,0.00185
-0.542273,0.00185
-1.090054,0.00185
-1.517163,0.00185
-1.808294,0.00185
-1.963928,0.00185
-1.999212,0.00185
-1.934284,0.00185
-1.793149,0.00186
-1.599653,0.00186
-1.373773,0.00186
-1.133071,0.00186
-0.890758,0.00186
-0.656018,0.00186
-0.435133,0.00186
-0.232615,0.00186
-0.048786,0.00186
0.114421,0.00186
0.259099,0.00187
0.385412,0.00187
0.496901,0.00187
0.594213,0.00187
0.679764,0.00187
0.75726,0.00187
0.826699,0.00187
0.891789,0.00187
0.954301,0.00187
1.016007,0.00187
1.077713,0.00188
1.142964,0.00188
1.211437,0.00188
1.28426,0.00188
1.363206,0.00188
1.446824,0.00188
1.535759,0.00188
1.627594,0.00188
1.720073,0.00188
1.809169,0.00188
1.889243,0.00189
1.953044,0.00189
1.991551,0.00189
1.994612,0.00189
1.949016,0.00189
1.842359,0.00189
1.6632,0.00189
1.400907,0.00189
1.05258,0.00189
0.619992,0.00189
0.118448,0.0019
-0.424661,0.0019
-0.966803,0.0019
-1.483652,0.0019
-1.836166,0.0019
-1.996151,0.0019
-1.9135,0.0019
-1.564208,0.0019
-0.964387,0.0019
-0.183315,0.0019
0.657853,0.00191
1.403484,0.00191
1.887471,0.00191
1.977534,0.00191
1.615832,0.00191
0.853766,0.00191
-0.143842,0.00191
-1.124049,0.00191
-1.811032,0.00191
-1.98729,0.00191
-1.573552,0.00192
-0.670679,0.00192
0.45324,0.00192
1.441829,0.00192
1.963678,0.00192
1.834142,0.00192
1.084158,0.00192
-0.037669,0.00192
-1.148216,0.00192
-1.866455,0.00192
-1.948462,0.00193
-1.371517,0.00193
-0.339433,0.00193
0.797054,0.00193
1.665455,0.00193
1.995579,0.00193
1.704767,0.00193
0.904839,0.00193
-0.146742,0.00193
-1.138871,0.00193
-1.806199,0.00194
-1.995507,0.00194
-1.691648,0.00194
-1.002731,0.00194
-0.113392,0.00194
0.772082,0.00194
1.48098,0.00194
1.900038,0.00194
1.988328,0.00194
1.767924,0.00194
1.309716,0.00195
0.702803,0.00195
0.043531,0.00195
-0.542595,0.00195
-1.089732,0.00195
-1.517808,0.00195
-1.808455,0.00195
-1.963928,0.00195
-1.999534,0.00195
-1.933961,0.00195
-1.793149,0.00196
-1.599653,0.00196
-1.373934,0.00196
-1.133071,0.00196
-0.890758,0.00196
-0.655535,0.00196
-0.43465,0.00196
-0.232132,0.00196
-0.048786,0.00196
0.114743,0.00196
0.259099,0.00197
0.385412,0.00197
0.496901,0.00197
0.594536,0.00197
0.680087,0.00197
0.756937,0.00197
0.827021,0.00197
0.891789,0.00197
0.954139,0.00197
1.015362,0.00197
1.077552,0.00198
1.142803,0.00198
1.211115,0.00198
1.284099,0.00198
1.363206,0.00198
1.447146,0.00198
1.53592,0.00198
1.627755,0.00198
1.720073,0.00198
1.80933,0.00198
1.889082,0.00199
1.953366,0.00199
1.991873,0.00199
1.994451,0.00199
1.948211,0.00199
1.842359,0.00199
1.662878,0.00199
1.400907,0.00199
1.052418,0.00199
0.619992,0.00199
0.118448,0.002
-0.4245,0.002
-0.966964,0.002
-1.484135,0.002
-1.836488,0.002
-1.996312,0.002
-1.913661,0.002
-1.564047,0.002
-0.964387,0.002
-0.183476,0.002
0.657531,0.00201
1.403162,0.00201
1.887471,0.00201
1.977534,0.00201
1.615993,0.00201
0.853927,0.00201
-0.143359,0.00201
-1.123888,0.00201
-1.811194,0.00201
-1.987612,0.00201
-1.573391,0.00202
-0.671001,0.00202
0.453079,0.00202
1.441507,0.00202
1.963356,0.00202
1.833659,0.00202
1.083674,0.00202
-0.037508,0.00202
-1.147732,0.00202
-1.866133,0.00202
-1.948462,0.00203
-1.371517,0.00203
-0.338949,0.00203
0.797377,0.00203
1.665294,0.00203
1.995901,0.00203
1.704767,0.00203
0.904678,0.00203
-0.146904,0.00203
-1.138871,0.00203
-1.806199,0.00204
-1.995668,0.00204
-1.691326,0.00204
-1.002731,0.00204
-0.113553,0.00204
0.77176,0.00204
1.481141,0.00204
1.900199,0.00204
1.988489,0.00204
1.76873,0.00204
1.309072,0.00205
0.703126,0.00205
0.043531,0.00205
-0.542273,0.00205
-1.089571,0.00205
-1.517646,0.00205
-1.808938,0.00205
-1.964573,0.00205
-2.000018,0.00205
-1.934606,0.00205
-1.79331,0.00206
-1.599975,0.00206
-1.374256,0.00206
-1.133071,0.00206
-0.890436,0.00206
-0.655696,0.00206
-0.434972,0.00206
-0.232293,0.00206
-0.048786,0.00206
0.114582,0.00206
0.258777,0.00207
0.385734,0.00207
0.497224,0.00207
0.594375,0.00207
0.679925,0.00207
0.757098,0.00207
0.82686,0.00207
0.891628,0.00207
0.954139,0.00207
1.015524,0.00207
1.077552,0.00208
1.142481,0.00208
1.211115,0.00208
1.284583,0.00208
1.363045,0.00208
1.446985,0.00208
1.535436,0.00208
1.627594,0.00208
1.720395,0.00208
1.809169,0.00208
1.889243,0.00209
1.953205,0.00209
1.991873,0.00209
1.994773,0.00209
1.948694,0.00209
1.84252,0.00209
1.662716,0.00209
1.401068,0.00209
1.052096,0.00209
0.620153,0.00209
0.118609,0.0021
-0.4245,0.0021
-0.966803,0.0021
-1.484135,0.0021
-1.836327,0.0021
-1.996473,0.0021
-1.913822,0.0021
-1.564047,0.0021
-0.964709,0.0021
-0.183798,0.0021
0.657531,0.00211
1.403323,0.00211
1.887148,0.00211
1.977534,0.00211
1.616477,0.00211
0.854249,0.00211
-0.14352,0.00211
-1.123888,0.00211
-1.811032,0.00211
-1.987773,0.00211
-1.573552,0.00212
-0.67084,0.00212
0.453079,0.00212
1.441185,0.00212
1.963356,0.00212
1.83382,0.00212
1.083674,0.00212
-0.037347,0.00212
-1.147732,0.00212
-1.866455,0.00212
-1.948462,0.00213
-1.371517,0.00213
-0.339433,0.00213
0.797054,0.00213
1.665133,0.00213
1.996223,0.00213
1.705089,0.00213
0.904678,0.00213
-0.14642,0.00213
-1.139032,0.00213
-1.806521,0.00214
-1.995668,0.00214
-1.691648,0.00214
-1.003215,0.00214
-0.113876,0.00214
0.772243,0.00214
1.481141,0.00214
1.899877,0.00214
1.988489,0.00214
1.768246,0.00214
1.309555,0.00215
0.703126,0.00215
0.043531,0.00215
-0.542756,0.00215
-1.089893,0.00215
-1.51813,0.00215
-1.808616,0.00215
-1.964734,0.00215
-1.999857,0.00215
-1.934767,0.00215
-1.793954,0.00216
-1.600619,0.00216
-1.373612,0.00216
-1.133232,0.00216
-0.890275,0.00216
-0.655535,0.00216
-0.434489,0.00216
-0.231971,0.00216
-0.048947,0.00216
0.114743,0.00216
0.258777,0.00217
0.385412,0.00217
0.496579,0.00217
0.593891,0.00217
0.679925,0.00217
0.756615,0.00217
0.82686,0.00217
0.892111,0.00217
0.954301,0.00217
1.015685,0.00217
1.077713,0.00218
1.142642,0.00218
1.210954,0.00218
1.284422,0.00218
1.362723,0.00218
1.446985,0.00218
1.53592,0.00218
1.627916,0.00218
1.720395,0.00218
1.80933,0.00218
1.889565,0.00219
1.953044,0.00219
1.991873,0.00219
1.994451,0.00219
1.948694,0.00219
1.842681,0.00219
1.662878,0.00219
1.400907,0.00219
1.052741,0.00219
0.620153,0.00219
0.118448,0.0022
-0.4245,0.0022
-0.966642,0.0022
-1.483813,0.0022
-1.836327,0.0022
-1.996473,0.0022
-1.913983,0.0022
-1.564208,0.0022
-0.964709,0.0022
-0.183637,0.0022
0.658014,0.00221
1.403162,0.00221
1.887632,0.00221
1.977534,0.00221
1.616477,0.00221
0.854088,0.00221
-0.14352,0.00221
-1.123888,0.00221
-1.811032,0.00221
-1.987612,0.00221
-1.574197,0.00222
-0.671001,0.00222
0.453079,0.00222
1.441668,0.00222
1.963839,0.00222
1.834142,0.00222
1.083674,0.00222
-0.037669,0.00222
-1.147571,0.00222
-1.866455,0.00222
-1.948462,0.00223
-1.37184,0.00223
-0.339271,0.00223
0.797377,0.00223
1.665133,0.00223
1.996223,0.00223
1.704928,0.00223
0.904839,0.00223
-0.14642,0.00223
-1.138871,0.00223
-1.806199,0.00224
-1.995345,0.00224
-1.691487,0.00224
-1.003215,0.00224
-0.113553,0.00224
0.772082,0.00224
1.48098,0.00224
1.90036,0.00224
1.988489,0.00224
1.768568,0.00224
1.309233,0.00225
0.703126,0.00225
0.043531,0.00225
-0.542434,0.00225
-1.090054,0.00225
-1.517646,0.00225
-1.808777,0.00225
-1.964734,0.00225
-1.999696,0.00225
-1.934767,0.00225
-1.794277,0.00226
-1.600136,0.00226
-1.374579,0.00226
-1.133555,0.00226
-0.89092,0.00226
-0.655696,0.00226
-0.434972,0.00226
-0.232293,0.00226
-0.048625,0.00226
0.114421,0.00226
0.258777,0.00227
0.385412,0.00227
0.496418,0.00227
0.594052,0.00227
0.679764,0.00227
0.756454,0.00227
0.826377,0.00227
0.891305,0.00227
0.953656,0.00227
1.015362,0.00227
1.078035,0.00228
1.142803,0.00228
1.211437,0.00228
1.28426,0.00228
1.363045,0.00228
1.446985,0.00228
1.535759,0.00228
1.628077,0.00228
1.720395,0.00228
1.80933,0.00228
1.889082,0.00229
1.953044,0.00229
1.992195,0.00229
1.994773,0.00229
1.948855,0.00229
1.842681,0.00229
1.6632,0.00229
1.400907,0.00229
1.05258,0.00229
0.619669,0.00229
0.118609,0.0023
-0.424661,0.0023
-0.966803,0.0023
-1.484135,0.0023
-1.836166,0.0023
-1.996312,0.0023
-1.914145,0.0023
-1.564369,0.0023
-0.96487,0.0023
-0.18412,0.0023
0.657531,0.00231
1.403484,0.00231
1.887632,0.00231
1.977373,0.00231
1.616638,0.00231
0.854088,0.00231
-0.14352,0.00231
-1.123888,0.00231
-1.810871,0.00231
-1.987612,0.00231
-1.574197,0.00232
-0.671485,0.00232
0.452918,0.00232
1.441185,0.00232
1.963194,0.00232
1.833659,0.00232
1.084319,0.00232
-0.037025,0.00232
-1.147571,0.00232
-1.866294,0.00232
-1.948462,0.00233
-1.371679,0.00233
-0.339755,0.00233
0.797054,0.00233
1.665133,0.00233
1.996223,0.00233
1.705089,0.00233
0.904678,0.00233
-0.146259,0.00233
-1.138549,0.00233
-1.806199,0.00234
-1.995507,0.00234
-1.692454,0.00234
-1.003054,0.00234
-0.114037,0.00234
0.77176,0.00234
1.480658,0.00234
1.900038,0.00234
1.988489,0.00234
1.768085,0.00234
1.309716,0.00235
0.703126,0.00235
0.043853,0.00235
-0.542434,0.00235
-1.089571,0.00235
-1.517646,0.00235
-1.808777,0.00235
-1.964734,0.00235
-2.000179,0.00235
-1.934928,0.00235
-1.793793,0.00236
-1.600619,0.00236
-1.374901,0.00236
-1.133555,0.00236
-0.890597,0.00236
-0.656018,0.00236
-0.434972,0.00236
-0.232293,0.00236
-0.048625,0.00236
0.114259,0.00236
0.259099,0.00237
0.385895,0.00237
0.496418,0.00237
0.594052,0.00237
0.679442,0.00237
0.756776,0.00237
0.825894,0.00237
0.890822,0.00237
0.953173,0.00237
1.014879,0.00237
1.07723,0.00238
1.141997,0.00238
1.210954,0.00238
1.283777,0.00238
1.362884,0.00238
1.446824,0.00238
1.536081,0.00238
1.627916,0.00238
1.720395,0.00238
1.809169,0.00238
1.889404,0.00239
1.953205,0.00239
1.992195,0.00239
1.994451,0.00239
1.948855,0.00239
1.842198,0.00239
1.662878,0.00239
1.401229,0.00239
1.052418,0.00239
0.620475,0.00239
0.118771,0.0024
-0.424178,0.0024
-0.966642,0.0024
-1.484296,0.0024
-1.836166,0.0024
-1.996473,0.0024
-1.913983,0.0024
-1.564047,0.0024
-0.965192,0.0024
-0.18412,0.0024
0.65737,0.00241
1.40284,0.00241
1.88731,0.00241
1.977695,0.00241
1.616477,0.00241
0.854088,0.00241
-0.143037,0.00241
-1.124049,0.00241
-1.810871,0.00241
-1.987612,0.00241
-1.574036,0.00242
-0.671163,0.00242
0.453401,0.00242
1.441346,0.00242
1.963517,0.00242
1.83382,0.00242
1.084319,0.00242
-0.037186,0.00242
-1.147571,0.00242
-1.866455,0.00242
-1.948623,0.00243
-1.372162,0.00243
-0.339594,0.00243
0.796732,0.00243
1.665133,0.00243
1.996062,0.00243
1.704928,0.00243
0.905322,0.00243
-0.146259,0.00243
-1.138549,0.00243
-1.806199,0.00244
-1.995668,0.00244
-1.691809,0.00244
-1.003054,0.00244
-0.113876,0.00244
0.771921,0.00244
1.48098,0.00244
1.900199,0.00244
1.988489,0.00244
1.768568,0.00244
1.309555,0.00245
0.703448,0.00245
0.043692,0.00245
-0.542112,0.00245
-1.089893,0.00245
-1.517646,0.00245
-1.808938,0.00245
-1.964251,0.00245
-2.00034,0.00245
-1.934928,0.00245
-1.794277,0.00246
-1.60078,0.00246
-1.37474,0.00246
-1.133393,0.00246
-0.890436,0.00246
-0.655696,0.00246
-0.435294,0.00246
-0.232132,0.00246
-0.048786,0.00246
0.114421,0.00246
0.258938,0.00247
0.38525,0.00247
0.49674,0.00247
0.594213,0.00247
0.679442,0.00247
0.756454,0.00247
0.826055,0.00247
0.891467,0.00247
0.953334,0.00247
1.014879,0.00247
1.076908,0.00248
1.141997,0.00248
1.210632,0.00248
1.283616,0.00248
1.3624,0.00248
1.445857,0.00248
1.534953,0.00248
1.627916,0.00248
1.720395,0.00248
1.809008,0.00248
1.889243,0.00249
1.953205,0.00249
1.991873,0.00249
1.994451,0.00249
1.948694,0.00249
1.84252,0.00249
1.663039,0.00249
1.401229,0.00249
1.052741,0.00249
0.620314,0.00249
0.118932,0.0025
-0.4245,0.0025
-0.966481,0.0025
-1.484135,0.0025
-1.836327,0.0025
-1.996473,0.0025
-1.914145,0.0025
-1.564691,0.0025
-0.964548,0.0025
-0.18412,0.0025
0.65737,0.00251
1.403162,0.00251
1.887632,0.00251
1.977373,0.00251
1.616477,0.00251
0.854088,0.00251
-0.143359,0.00251
-1.123566,0.00251
-1.810871,0.00251
-1.987451,0.00251
-1.574197,0.00252
-0.671485,0.00252
0.452596,0.00252
1.441185,0.00252
1.963517,0.00252
1.833981,0.00252
1.083997,0.00252
-0.036703,0.00252
-1.14741,0.00252
-1.865811,0.00252
-1.948462,0.00253
-1.372001,0.00253
-0.339755,0.00253
0.796893,0.00253
1.665133,0.00253
1.996062,0.00253
1.705251,0.00253
0.905322,0.00253
-0.146259,0.00253
-1.139193,0.00253
-1.806038,0.00254
-1.995829,0.00254
-1.69197,0.00254
-1.003537,0.00254
-0.114037,0.00254
0.77176,0.00254
1.480497,0.00254
1.900199,0.00254
1.988328,0.00254
1.768568,0.00254
1.309555,0.00255
0.70377,0.00255
0.043853,0.00255
-0.542112,0.00255
-1.089732,0.00255
-1.517808,0.00255
-1.808777,0.00255
-1.964895,0.00255
-1.999857,0.00255
-1.934767,0.00255
-1.794277,0.00256
-1.600619,0.00256
-1.374417,0.00256
-1.133716,0.00256
-0.89092,0.00256
-0.655696,0.00256
-0.435294,0.00256
-0.232454,0.00256
-0.048625,0.00256
0.114582,0.00256
0.258938,0.00257
0.385573,0.00257
0.496418,0.00257
0.593891,0.00257
0.679764,0.00257
0.756776,0.00257
0.826538,0.00257
0.891467,0.00257
0.953656,0.00257
1.014879,0.00257
1.077069,0.00258
1.142158,0.00258
1.210309,0.00258
1.283616,0.00258
1.362239,0.00258
1.44618,0.00258
1.534309,0.00258
1.626305,0.00258
1.719429,0.00258
1.808041,0.00258
1.888921,0.00259
1.953528,0.00259
1.992356,0.00259
1.995095,0.00259
1.9495,0.00259
1.84252,0.00259
1.6632,0.00259
1.401551,0.00259
1.052902,0.00259
0.620475,0.00259
0.118771,0.0026
-0.424661,0.0026
-0.966642,0.0026
-1.484135,0.0026
-1.836327,0.0026
-1.996473,0.0026
-1.914467,0.0026
-1.564208,0.0026
-0.96487,0.0026
-0.183959,0.0026
0.657692,0.00261
1.403001,0.00261
1.887148,0.00261
1.977695,0.00261
1.61696,0.00261
0.854411,0.00261
-0.143198,0.00261
-1.123566,0.00261
-1.810549,0.00261
-1.987934,0.00261
-1.574197,0.00262
-0.671324,0.00262
0.452596,0.00262
1.441024,0.00262
1.963356,0.00262
1.834142,0.00262
1.084641,0.00262
-0.037025,0.00262
-1.147732,0.00262
-1.866294,0.00262
-1.948945,0.00263
-1.372001,0.00263
-0.339916,0.00263
0.796893,0.00263
1.664972,0.00263
1.996062,0.00263
1.705573,0.00263
0.905161,0.00263
-0.145776,0.00263
-1.138549,0.00263
-1.806199,0.00264
-1.99599,0.00264
-1.691487,0.00264
-1.003054,0.00264
-0.114037,0.00264
0.77176,0.00264
1.480819,0.00264
1.900199,0.00264
1.988328,0.00264
1.768568,0.00264
1.309716,0.00265
0.703287,0.00265
0.044014,0.00265
-0.541789,0.00265
-1.090054,0.00265
-1.517808,0.00265
-1.808777,0.00265
-1.964573,0.00265
-1.999534,0.00265
-1.934928,0.00265
-1.794116,0.00266
-1.600136,0.00266
-1.374579,0.00266
-1.133716,0.00266
-0.890597,0.00266
-0.65634,0.00266
