Time (s)	Signal (V)
0.002466	-0.435294
0.002467	-0.232132
0.002468	-0.048786
0.002469	0.114421
0.002470	0.258938
0.002471	0.385250
0.002472	0.496740
0.002473	0.594213
0.002474	0.679442
0.002475	0.756454
0.002476	0.826055
0.002477	0.891467
0.002478	0.953334
0.002479	1.014879
0.002480	1.076908
0.002481	1.141997
0.002482	1.210632
0.002483	1.283616
0.002484	1.362400
0.002485	1.445857
0.002486	1.534953
0.002487	1.627916
0.002488	1.720395
0.002489	1.809008
0.002490	1.889243
0.002491	1.953205
0.002492	1.991873
0.002493	1.994451
0.002494	1.948694
0.002495	1.842520
0.002496	1.663039
0.002497	1.401229
0.002498	1.052741
0.002499	0.620314
0.002500	0.118932
0.002501	-0.424500
0.002502	-0.966481
0.002503	-1.484135
0.002504	-1.836327
0.002505	-1.996473
0.002506	-1.914145
0.002507	-1.564691
0.002508	-0.964548
0.002509	-0.184120
0.002510	0.657370
0.002511	1.403162
0.002512	1.887632
0.002513	1.977373
0.002514	1.616477
0.002515	0.854088
0.002516	-0.143359
0.002517	-1.123566
0.002518	-1.810871
0.002519	-1.987451
0.002520	-1.574197
0.002521	-0.671485
0.002522	0.452596
0.002523	1.441185
0.002524	1.963517
0.002525	1.833981
0.002526	1.083997
0.002527	-0.036703
0.002528	-1.147410
0.002529	-1.865811
0.002530	-1.948462
0.002531	-1.372001
0.002532	-0.339755
0.002533	0.796893
0.002534	1.665133
0.002535	1.996062
0.002536	1.705251
0.002537	0.905322
0.002538	-0.146259
0.002539	-1.139193
0.002540	-1.806038
0.002541	-1.995829
0.002542	-1.691970
0.002543	-1.003537
0.002544	-0.114037
0.002545	0.771760
0.002546	1.480497
0.002547	1.900199
0.002548	1.988328
0.002549	1.768568
0.002550	1.309555
0.002551	0.703770
0.002552	0.043853
0.002553	-0.542112
0.002554	-1.089732
0.002555	-1.517808
0.002556	-1.808777
0.002557	-1.964895
0.002558	-1.999857
0.002559	-1.934767
0.002560	-1.794277
0.002561	-1.600619
0.002562	-1.374417
0.002563	-1.133716
0.002564	-0.890920
0.002565	-0.655696
0.002566	-0.435294
0.002567	-0.232454
0.002568	-0.048625
0.002569	0.114582
0.002570	0.258938
0.002571	0.385573
0.002572	0.496418
0.002573	0.593891
0.002574	0.679764
0.002575	0.756776
0.002576	0.826538
0.002577	0.891467
0.002578	0.953656
0.002579	1.014879
0.002580	1.077069
0.002581	1.142158
0.002582	1.210309
0.002583	1.283616
0.002584	1.362239
0.002585	1.446180
0.002586	1.534309
0.002587	1.626305
0.002588	1.719429
0.002589	1.808041
0.002590	1.888921
0.002591	1.953528
0.002592	1.992356
0.002593	1.995095
0.002594	1.949500
0.002595	1.842520
0.002596	1.663200
0.002597	1.401551
0.002598	1.052902
0.002599	0.620475
0.002600	0.118771
0.002601	-0.424661
0.002602	-0.966642
0.002603	-1.484135
0.002604	-1.836327
0.002605	-1.996473
0.002606	-1.914467
0.002607	-1.564208
0.002608	-0.964870
0.002609	-0.183959
0.002610	0.657692
0.002611	1.403001
0.002612	1.887148
0.002613	1.977695
0.002614	1.616960
0.002615	0.854411
0.002616	-0.143198
0.002617	-1.123566
0.002618	-1.810549
0.002619	-1.987934
0.002620	-1.574197
0.002621	-0.671324
0.002622	0.452596
0.002623	1.441024
0.002624	1.963356
0.002625	1.834142
0.002626	1.084641
0.002627	-0.037025
0.002628	-1.147732
0.002629	-1.866294
0.002630	-1.948945
0.002631	-1.372001
0.002632	-0.339916
0.002633	0.796893
0.002634	1.664972
0.002635	1.996062
0.002636	1.705573
0.002637	0.905161
0.002638	-0.145776
0.002639	-1.138549
0.002640	-1.806199
0.002641	-1.995990
0.002642	-1.691487
0.002643	-1.003054
0.002644	-0.114037
0.002645	0.771760
0.002646	1.480819
0.002647	1.900199
0.002648	1.988328
0.002649	1.768568
0.002650	1.309716
0.002651	0.703287
0.002652	0.044014
0.002653	-0.541789
0.002654	-1.090054
0.002655	-1.517808
0.002656	-1.808777
0.002657	-1.964573
0.002658	-1.999534
0.002659	-1.934928
0.002660	-1.794116
0.002661	-1.600136
0.002662	-1.374579
0.002663	-1.133716
0.002664	-0.890597
0.002665	-0.656340
0.002666	-0.435133
0.002667	-0.232454
0.002668	-0.048947
0.002669	0.114098
0.002670	0.258938
0.002671	0.385250
0.002672	0.496257
0.002673	0.594213
0.002674	0.679764
0.002675	0.756776
0.002676	0.826860
0.002677	0.891789
0.002678	0.953656
0.002679	1.015685
0.002680	1.076908
0.002681	1.141997
0.002682	1.210793
0.002683	1.283616
0.002684	1.362078
0.002685	1.446180
0.002686	1.535114
0.002687	1.626949
0.002688	1.719267
0.002689	1.808525
0.002690	1.888276
0.002691	1.952239
0.002692	1.990584
0.002693	1.993806
0.002694	1.949016
0.002695	1.842520
0.002696	1.663039
0.002697	1.401068
0.002698	1.052580
0.002699	0.620475
0.002700	0.118932
0.002701	-0.424339
0.002702	-0.966320
0.002703	-1.483813
0.002704	-1.836327
0.002705	-1.996473
0.002706	-1.913822
0.002707	-1.564369
0.002708	-0.964709
0.002709	-0.184282
0.002710	0.657209
0.002711	1.403162
0.002712	1.887471
0.002713	1.977373
0.002714	1.616799
0.002715	0.854249
0.002716	-0.143198
0.002717	-1.123404
0.002718	-1.810871
0.002719	-1.987773
0.002720	-1.574197
0.002721	-0.671646
0.002722	0.452596
0.002723	1.441185
0.002724	1.963678
0.002725	1.833981
0.002726	1.084480
0.002727	-0.037025
0.002728	-1.147088
0.002729	-1.866294
0.002730	-1.948462
0.002731	-1.372162
0.002732	-0.339916
0.002733	0.796893
0.002734	1.665133
0.002735	1.996223
0.002736	1.705412
0.002737	0.905322
0.002738	-0.145776
0.002739	-1.138388
0.002740	-1.806038
0.002741	-1.995668
0.002742	-1.691648
0.002743	-1.003376
0.002744	-0.114520
0.002745	0.771921
0.002746	1.480658
0.002747	1.900199
0.002748	1.988812
0.002749	1.768891
0.002750	1.309877
0.002751	0.703609
0.002752	0.043853
0.002753	-0.542112
0.002754	-1.089571
0.002755	-1.517808
0.002756	-1.808616
0.002757	-1.964573
0.002758	-2.000018
0.002759	-1.935089
0.002760	-1.794277
0.002761	-1.600458
0.002762	-1.374740
0.002763	-1.133393
0.002764	-0.890597
0.002765	-0.655857
0.002766	-0.435133
0.002767	-0.232293
0.002768	-0.048625
0.002769	0.114743
0.002770	0.258616
0.002771	0.385734
0.002772	0.496579
0.002773	0.594213
0.002774	0.679925
0.002775	0.756776
0.002776	0.826699
0.002777	0.891144
0.002778	0.953656
0.002779	1.015201
0.002780	1.077391
0.002781	1.142320
0.002782	1.210793
0.002783	1.283938
0.002784	1.362723
0.002785	1.446018
0.002786	1.535114
0.002787	1.626305
0.002788	1.719267
0.002789	1.808202
0.002790	1.888599
0.002791	1.952078
0.002792	1.991067
0.002793	1.993323
0.002794	1.948211
0.002795	1.841392
0.002796	1.662233
0.002797	1.400745
0.002798	1.052902
0.002799	0.620475
0.002800	0.118609
0.002801	-0.424500
0.002802	-0.966642
0.002803	-1.484135
0.002804	-1.836166
0.002805	-1.996473
0.002806	-1.913983
0.002807	-1.564369
0.002808	-0.965192
0.002809	-0.184443
0.002810	0.657209
0.002811	1.403323
0.002812	1.887471
0.002813	1.977856
0.002814	1.616960
0.002815	0.854733
0.002816	-0.142876
0.002817	-1.123243
0.002818	-1.810871
0.002819	-1.987612
0.002820	-1.574036
0.002821	-0.671485
0.002822	0.452596
0.002823	1.440863
0.002824	1.963517
0.002825	1.834142
0.002826	1.084641
0.002827	-0.036864
0.002828	-1.147410
0.002829	-1.865972
0.002830	-1.948462
0.002831	-1.372323
0.002832	-0.339916
0.002833	0.796571
0.002834	1.664972
0.002835	1.996062
0.002836	1.705251
0.002837	0.905483
0.002838	-0.146098
0.002839	-1.138549
0.002840	-1.805716
0.002841	-1.995829
0.002842	-1.691809
0.002843	-1.003698
0.002844	-0.114359
0.002845	0.771760
0.002846	1.480658
0.002847	1.900199
0.002848	1.988812
0.002849	1.768730
0.002850	1.309877
0.002851	0.703770
0.002852	0.043853
0.002853	-0.542112
0.002854	-1.089571
0.002855	-1.517485
0.002856	-1.808455
0.002857	-1.964734
0.002858	-2.000018
0.002859	-1.934767
0.002860	-1.794116
0.002861	-1.600297
0.002862	-1.374901
0.002863	-1.133716
0.002864	-0.890758
0.002865	-0.656179
0.002866	-0.435294
0.002867	-0.232454
0.002868	-0.048947
0.002869	0.114259
0.002870	0.259099
0.002871	0.385412
0.002872	0.496579
0.002873	0.593730
0.002874	0.679442
0.002875	0.756776
0.002876	0.826538
0.002877	0.891628
0.002878	0.953817
0.002879	1.015201
0.002880	1.077713
0.002881	1.142320
0.002882	1.210954
0.002883	1.284099
0.002884	1.362562
0.002885	1.445857
0.002886	1.535436
0.002887	1.626949
0.002888	1.719429
0.002889	1.808041
0.002890	1.888115
0.002891	1.952239
0.002892	1.990906
0.002893	1.993484
0.002894	1.948372
0.002895	1.841875
0.002896	1.662233
0.002897	1.400584
0.002898	1.051935
0.002899	0.620314
0.002900	0.118932
0.002901	-0.424178
0.002902	-0.966320
0.002903	-1.483813
0.002904	-1.836327
0.002905	-1.996473
0.002906	-1.914145
0.002907	-1.564369
0.002908	-0.965192
0.002909	-0.184604
0.002910	0.657047
0.002911	1.402840
0.002912	1.887471
0.002913	1.977856
0.002914	1.616638
0.002915	0.854572
0.002916	-0.143037
0.002917	-1.123243
0.002918	-1.810549
0.002919	-1.987773
0.002920	-1.574036
0.002921	-0.671807
0.002922	0.452273
0.002923	1.441346
0.002924	1.963678
0.002925	1.834142
0.002926	1.084802
0.002927	-0.036381
0.002928	-1.147410
0.002929	-1.866455
0.002930	-1.948784
0.002931	-1.372484
0.002932	-0.340399
0.002933	0.796410
0.002934	1.664811
0.002935	1.996223
0.002936	1.705734
0.002937	0.905161
0.002938	-0.145776
0.002939	-1.138066
0.002940	-1.805716
0.002941	-1.995829
0.002942	-1.692292
0.002943	-1.003376
0.002944	-0.114359
0.002945	0.771599
0.002946	1.480497
0.002947	1.900360
0.002948	1.988812
0.002949	1.768891
0.002950	1.309877
0.002951	0.703287
0.002952	0.044176
0.002953	-0.542273
0.002954	-1.089893
0.002955	-1.517485
0.002956	-1.808616
0.002957	-1.965056
0.002958	-1.999696
0.002959	-1.935250
0.002960	-1.793954
0.002961	-1.600297
0.002962	-1.374901
0.002963	-1.133393
0.002964	-0.890436
0.002965	-0.655535
0.002966	-0.435133
0.002967	-0.232454
0.002968	-0.048625
0.002969	0.114421
0.002970	0.258616
0.002971	0.385573
0.002972	0.496579
0.002973	0.594213
0.002974	0.679764
0.002975	0.756776
0.002976	0.826538
0.002977	0.891467
0.002978	0.953978
0.002979	1.015201
0.002980	1.077391
0.002981	1.142481
0.002982	1.211276
0.002983	1.283777
0.002984	1.362239
0.002985	1.446663
0.002986	1.535114
0.002987	1.626949
0.002988	1.719267
0.002989	1.808847
0.002990	1.889082
0.002991	1.953689
0.002992	1.990584
0.002993	1.993806
0.002994	1.948211
0.002995	1.841714
0.002996	1.662072
0.002997	1.400584
0.002998	1.052418
0.002999	0.619830
0.003000	0.118771
0.003001	-0.423855
0.003002	-0.966320
0.003003	-1.483168
0.003004	-1.835038
0.003005	-1.996473
0.003006	-1.914467
0.003007	-1.564691
0.003008	-0.965192
0.003009	-0.184604
0.003010	0.657209
0.003011	1.403162
0.003012	1.887793
0.003013	1.978178
0.003014	1.616960
0.003015	0.854411
0.003016	-0.143037
0.003017	-1.123727
0.003018	-1.810549
0.003019	-1.987934
0.003020	-1.574358
0.003021	-0.671807
0.003022	0.452112
0.003023	1.440863
0.003024	1.963517
0.003025	1.834464
0.003026	1.084641
0.003027	-0.036058
0.003028	-1.146927
0.003029	-1.865650
0.003030	-1.948623
0.003031	-1.372484
0.003032	-0.340238
0.003033	0.796571
0.003034	1.665133
0.003035	1.996223
0.003036	1.705734
0.003037	0.905322
0.003038	-0.145776
0.003039	-1.138227
0.003040	-1.806038
0.003041	-1.995829
0.003042	-1.692131
0.003043	-1.003537
0.003044	-0.114520
0.003045	0.770954
0.003046	1.480658
0.003047	1.900199
0.003048	1.988489
0.003049	1.768730
0.003050	1.309716
0.003051	0.703609
0.003052	0.044176
0.003053	-0.542112
0.003054	-1.089249
0.003055	-1.517646
0.003056	-1.808777
0.003057	-1.964412
0.003058	-2.000018
0.003059	-1.935250
0.003060	-1.794116
0.003061	-1.600780
0.003062	-1.374740
0.003063	-1.133877
0.003064	-0.890758
0.003065	-0.656018
0.003066	-0.435133
0.003067	-0.232454
0.003068	-0.048625
0.003069	0.114259
0.003070	0.258938
0.003071	0.385573
0.003072	0.496579
0.003073	0.593730
0.003074	0.679603
0.003075	0.756776
0.003076	0.826377
0.003077	0.891467
0.003078	0.953656
0.003079	1.015524
0.003080	1.077391
0.003081	1.142158
0.003082	1.210793
0.003083	1.283455
0.003084	1.362239
0.003085	1.446502
0.003086	1.535114
0.003087	1.627110
0.003088	1.719912
0.003089	1.808686
0.003090	1.888599
0.003091	1.952561
0.003092	1.991551
0.003093	1.994451
0.003094	1.948533
0.003095	1.841875
0.003096	1.662555
0.003097	1.400423
0.003098	1.052257
0.003099	0.620153
0.003100	0.118609
0.003101	-0.423694
0.003102	-0.965837
0.003103	-1.482524
0.003104	-1.835038
0.003105	-1.995345
0.003106	-1.913017
0.003107	-1.564047
0.003108	-0.965192
0.003109	-0.184282
0.003110	0.657209
0.003111	1.403001
0.003112	1.887471
0.003113	1.978178
0.003114	1.617121
0.003115	0.854572
0.003116	-0.142231
0.003117	-1.123727
0.003118	-1.810710
0.003119	-1.987934
0.003120	-1.574841
0.003121	-0.671807
0.003122	0.452273
0.003123	1.441185
0.003124	1.963194
0.003125	1.834303
0.003126	1.085286
0.003127	-0.036381
0.003128	-1.147249
0.003129	-1.866455
0.003130	-1.948784
0.003131	-1.372323
0.003132	-0.340399
0.003133	0.796410
0.003134	1.664811
0.003135	1.996545
0.003136	1.705734
0.003137	0.905967
0.003138	-0.145292
0.003139	-1.138227
0.003140	-1.805716
0.003141	-1.995507
0.003142	-1.692292
0.003143	-1.003698
0.003144	-0.115003
0.003145	0.771437
0.003146	1.480497
0.003147	1.900521
0.003148	1.988812
0.003149	1.768730
0.003150	1.310039
0.003151	0.703931
0.003152	0.044014
0.003153	-0.541789
0.003154	-1.089732
0.003155	-1.517485
0.003156	-1.808455
0.003157	-1.964895
0.003158	-2.000179
0.003159	-1.934928
0.003160	-1.794277
0.003161	-1.600619
0.003162	-1.374740
0.003163	-1.133716
0.003164	-0.890758
0.003165	-0.656018
0.003166	-0.435133
0.003167	-0.232132
0.003168	-0.048464
0.003169	0.114421
0.003170	0.258616
0.003171	0.385734
0.003172	0.496418
0.003173	0.594213
0.003174	0.679603
0.003175	0.756776
0.003176	0.826538
0.003177	0.891305
0.003178	0.954139
0.003179	1.015524
0.003180	1.077552
0.003181	1.142642
0.003182	1.210954
0.003183	1.284099
0.003184	1.362723
0.003185	1.446502
0.003186	1.535275
0.003187	1.627433
0.003188	1.719751
0.003189	1.808525
0.003190	1.888921
0.003191	1.952722
0.003192	1.990906
0.003193	1.994451
0.003194	1.948211
0.003195	1.842198
0.003196	1.663039
0.003197	1.401229
0.003198	1.051935
0.003199	0.620153
0.003200	0.119254
0.003201	-0.423855
0.003202	-0.965837
0.003203	-1.483168
0.003204	-1.835199
0.003205	-1.995184
0.003206	-1.912856
0.003207	-1.563725
0.003208	-0.964709
0.003209	-0.184282
0.003210	0.656564
0.003211	1.402195
0.003212	1.887310
0.003213	1.977856
0.003214	1.616799
0.003215	0.854894
0.003216	-0.142715
0.003217	-1.123566
0.003218	-1.810549
0.003219	-1.988095
0.003220	-1.574841
0.003221	-0.671807
0.003222	0.452596
0.003223	1.440863
0.003224	1.963517
0.003225	1.834464
0.003226	1.084963
0.003227	-0.036219
0.003228	-1.146927
0.003229	-1.866133
0.003230	-1.948945
0.003231	-1.372645
0.003232	-0.340883
0.003233	0.796249
0.003234	1.664972
0.003235	1.995901
0.003236	1.706056
0.003237	0.905967
0.003238	-0.145292
0.003239	-1.138227
0.003240	-1.805877
0.003241	-1.996151
0.003242	-1.692454
0.003243	-1.003537
0.003244	-0.114520
0.003245	0.771276
0.003246	1.480497
0.003247	1.900199
0.003248	1.988489
0.003249	1.768891
0.003250	1.309877
0.003251	0.704092
0.003252	0.044659
0.003253	-0.541789
0.003254	-1.089410
0.003255	-1.517646
0.003256	-1.808616
0.003257	-1.964895
0.003258	-2.000179
0.003259	-1.935411
0.003260	-1.794277
0.003261	-1.600619
0.003262	-1.375062
0.003263	-1.134199
0.003264	-0.890920
0.003265	-0.656179
0.003266	-0.435133
0.003267	-0.232293
0.003268	-0.048947
0.003269	0.114259
0.003270	0.258777
0.003271	0.385573
0.003272	0.496418
0.003273	0.593891
0.003274	0.679925
0.003275	0.756615
0.003276	0.826538
0.003277	0.891305
0.003278	0.953656
0.003279	1.015362
0.003280	1.077230
0.003281	1.142320
0.003282	1.210632
0.003283	1.283938
0.003284	1.362562
0.003285	1.446341
0.003286	1.535275
0.003287	1.627433
0.003288	1.719751
0.003289	1.808847
0.003290	1.888760
0.003291	1.952561
0.003292	1.991390
0.003293	1.994451
0.003294	1.948372
0.003295	1.842036
0.003296	1.662555
0.003297	1.400745
0.003298	1.052418
0.003299	0.620153
0.003300	0.118771
0.003301	-0.424016
0.003302	-0.965998
0.003303	-1.483652
0.003304	-1.834877
0.003305	-1.995507
0.003306	-1.913178
0.003307	-1.563886
0.003308	-0.964709
0.003309	-0.184604
0.003310	0.656403
0.003311	1.401873
0.003312	1.886504
0.003313	1.976889
0.003314	1.615993
0.003315	0.854894
0.003316	-0.142715
0.003317	-1.123404
0.003318	-1.811032
0.003319	-1.987934
0.003320	-1.575164
0.003321	-0.672129
0.003322	0.451951
0.003323	1.441024
0.003324	1.963517
0.003325	1.834786
0.003326	1.085124
0.003327	-0.036058
0.003328	-1.146927
0.003329	-1.865650
0.003330	-1.949106
0.003331	-1.372484
0.003332	-0.340399
0.003333	0.796571
0.003334	1.664972
0.003335	1.996384
0.003336	1.705895
0.003337	0.905967
0.003338	-0.145454
0.003339	-1.138227
0.003340	-1.806038
0.003341	-1.995990
0.003342	-1.692454
0.003343	-1.004181
0.003344	-0.115164
0.003345	0.771437
0.003346	1.480980
0.003347	1.900360
0.003348	1.988651
0.003349	1.769052
0.003350	1.310200
0.003351	0.703770
0.003352	0.044659
0.003353	-0.542112
0.003354	-1.089249
0.003355	-1.517808
0.003356	-1.808777
0.003357	-1.964895
0.003358	-2.000179
0.003359	-1.935089
0.003360	-1.793954
0.003361	-1.600780
0.003362	-1.374901
0.003363	-1.133393
0.003364	-0.891081
0.003365	-0.656179
0.003366	-0.435294
0.003367	-0.232615
0.003368	-0.048947
0.003369	0.114098
0.003370	0.259099
0.003371	0.385734
0.003372	0.496418
0.003373	0.594052
0.003374	0.679925
0.003375	0.756776
0.003376	0.826216
0.003377	0.891467
0.003378	0.954139
0.003379	1.015524
0.003380	1.077874
0.003381	1.142481
0.003382	1.210471
0.003383	1.284260
0.003384	1.362400
0.003385	1.446341
0.003386	1.534953
0.003387	1.627433
0.003388	1.719429
0.003389	1.808525
0.003390	1.888276
0.003391	1.953044
0.003392	1.991712
0.003393	1.994451
0.003394	1.948694
0.003395	1.842198
0.003396	1.663039
0.003397	1.401229
0.003398	1.052580
0.003399	0.620475
0.003400	0.119254
0.003401	-0.423533
0.003402	-0.966159
0.003403	-1.483491
0.003404	-1.835522
0.003405	-1.995990
0.003406	-1.913500
0.003407	-1.564047
0.003408	-0.965031
0.003409	-0.184604
0.003410	0.656725
0.003411	1.401873
0.003412	1.886343
0.003413	1.976728
0.003414	1.616477
0.003415	0.854411
0.003416	-0.142392
0.003417	-1.122599
0.003418	-1.809905
0.003419	-1.987773
0.003420	-1.574680
0.003421	-0.672129
0.003422	0.451790
0.003423	1.441185
0.003424	1.963517
0.003425	1.834625
0.003426	1.085447
0.003427	-0.036058
0.003428	-1.146766
0.003429	-1.865972
0.003430	-1.949428
0.003431	-1.372806
0.003432	-0.340721
0.003433	0.795604
0.003434	1.664811
0.003435	1.995901
0.003436	1.705895
0.003437	0.905644
0.003438	-0.145454
0.003439	-1.137743
0.003440	-1.806038
0.003441	-1.995829
0.003442	-1.692454
0.003443	-1.003376
0.003444	-0.114681
0.003445	0.771437
0.003446	1.480980
0.003447	1.900038
0.003448	1.988651
0.003449	1.769052
0.003450	1.310361
0.003451	0.703931
0.003452	0.044498
0.003453	-0.541951
0.003454	-1.089410
0.003455	-1.517485
0.003456	-1.808777
0.003457	-1.964895
0.003458	-2.000501
0.003459	-1.935250
0.003460	-1.794277
0.003461	-1.600619
0.003462	-1.374901
0.003463	-1.133877
0.003464	-0.890758
0.003465	-0.656179
0.003466	-0.435133
0.003467	-0.232776
0.003468	-0.049108
0.003469	0.114582
0.003470	0.258777
0.003471	0.385734
0.003472	0.496418
0.003473	0.593569
0.003474	0.679925
0.003475	0.756615
0.003476	0.826216
0.003477	0.891628
0.003478	0.953978
0.003479	1.015362
0.003480	1.077230
0.003481	1.142803
0.003482	1.210793
0.003483	1.284099
0.003484	1.362562
0.003485	1.446341
0.003486	1.535114
0.003487	1.627110
0.003488	1.719751
0.003489	1.808686
0.003490	1.888599
0.003491	1.952722
0.003492	1.991390
0.003493	1.994128
0.003494	1.948533
0.003495	1.841553
0.003496	1.663200
0.003497	1.401068
0.003498	1.052741
0.003499	0.620475
0.003500	0.119254
0.003501	-0.424016
0.003502	-0.965998
0.003503	-1.483329
0.003504	-1.835522
0.003505	-1.995668
0.003506	-1.913661
0.003507	-1.564369
0.003508	-0.965514
0.003509	-0.184765
0.003510	0.656081
0.003511	1.401551
0.003512	1.886504
0.003513	1.976728
0.003514	1.615993
0.003515	0.854572
0.003516	-0.142231
0.003517	-1.122438
0.003518	-1.809421
0.003519	-1.987290
0.003520	-1.573552
0.003521	-0.671968
0.003522	0.451790
0.003523	1.440541
0.003524	1.963517
0.003525	1.834625
0.003526	1.085447
0.003527	-0.035897
0.003528	-1.146927
0.003529	-1.866133
0.003530	-1.948784
0.003531	-1.372967
0.003532	-0.341044
0.003533	0.795927
0.003534	1.665133
0.003535	1.996706
0.003536	1.706056
0.003537	0.906128
0.003538	-0.145131
0.003539	-1.138066
0.003540	-1.806038
0.003541	-1.995829
0.003542	-1.692615
0.003543	-1.004181
0.003544	-0.115164
0.003545	0.771276
0.003546	1.480336
0.003547	1.900199
0.003548	1.988812
0.003549	1.769213
0.003550	1.310361
0.003551	0.704092
0.003552	0.044659
0.003553	-0.541467
0.003554	-1.089571
0.003555	-1.517485
0.003556	-1.808616
0.003557	-1.964734
0.003558	-2.000179
0.003559	-1.935250
0.003560	-1.794599
0.003561	-1.600780
0.003562	-1.374901
0.003563	-1.133716
0.003564	-0.891242
0.003565	-0.656340
0.003566	-0.435294
0.003567	-0.232293
0.003568	-0.048947
0.003569	0.114421
0.003570	0.258777
0.003571	0.385895
0.003572	0.496579
0.003573	0.594213
0.003574	0.679603
0.003575	0.756776
0.003576	0.827021
0.003577	0.891628
0.003578	0.954139
0.003579	1.015040
0.003580	1.077391
0.003581	1.142481
0.003582	1.210471
0.003583	1.284099
0.003584	1.362562
0.003585	1.446502
0.003586	1.535436
0.003587	1.627433
0.003588	1.719751
0.003589	1.808686
0.003590	1.888921
0.003591	1.952722
0.003592	1.991551
0.003593	1.993967
0.003594	1.948372
0.003595	1.842198
0.003596	1.663039
0.003597	1.401229
0.003598	1.052741
0.003599	0.620475
0.003600	0.119254
0.003601	-0.423694
0.003602	-0.966159
0.003603	-1.483329
0.003604	-1.835360
0.003605	-1.996312
0.003606	-1.914145
0.003607	-1.564852
0.003608	-0.965514
0.003609	-0.184765
0.003610	0.656242
0.003611	1.401873
0.003612	1.886665
0.003613	1.977373
0.003614	1.616638
0.003615	0.854733
0.003616	-0.142392
0.003617	-1.122438
0.003618	-1.809744
0.003619	-1.986806
0.003620	-1.574358
0.003621	-0.672129
0.003622	0.451468
0.003623	1.440057
0.003624	1.962228
0.003625	1.833175
0.003626	1.085286
0.003627	-0.035736
0.003628	-1.146766
0.003629	-1.866455
0.003630	-1.949428
0.003631	-1.373129
0.003632	-0.340883
0.003633	0.796088
0.003634	1.664489
0.003635	1.996545
0.003636	1.706378
0.003637	0.906128
0.003638	-0.145131
0.003639	-1.138227
0.003640	-1.805877
0.003641	-1.995829
0.003642	-1.692615
0.003643	-1.004020
0.003644	-0.114842
0.003645	0.771115
0.003646	1.480497
0.003647	1.900038
0.003648	1.988489
0.003649	1.769213
0.003650	1.310683
0.003651	0.704415
0.003652	0.044820
0.003653	-0.541628
0.003654	-1.089410
0.003655	-1.517808
0.003656	-1.808777
0.003657	-1.964895
0.003658	-2.000340
0.003659	-1.935089
0.003660	-1.793954
0.003661	-1.600619
0.003662	-1.374579
0.003663	-1.133877
0.003664	-0.890758
0.003665	-0.655857
0.003666	-0.435294
0.003667	-0.232615
0.003668	-0.048625
0.003669	0.114582
0.003670	0.258616
0.003671	0.385412
0.003672	0.496418
0.003673	0.593891
0.003674	0.679603
0.003675	0.757098
0.003676	0.826538
0.003677	0.891144
0.003678	0.953817
0.003679	1.015685
0.003680	1.077552
0.003681	1.142803
0.003682	1.210954
0.003683	1.283938
0.003684	1.362562
0.003685	1.446824
0.003686	1.535436
0.003687	1.627433
0.003688	1.720073
0.003689	1.809169
0.003690	1.888599
0.003691	1.952400
0.003692	1.991390
0.003693	1.993806
0.003694	1.948372
0.003695	1.842198
0.003696	1.663361
0.003697	1.401229
0.003698	1.052580
0.003699	0.620797
0.003700	0.119254
0.003701	-0.423855
0.003702	-0.965514
0.003703	-1.483652
0.003704	-1.835522
0.003705	-1.996151
0.003706	-1.913500
0.003707	-1.564369
0.003708	-0.965353
0.003709	-0.184765
0.003710	0.656242
0.003711	1.402034
0.003712	1.886826
0.003713	1.977211
0.003714	1.616960
0.003715	0.854894
0.003716	-0.142070
0.003717	-1.122438
0.003718	-1.809744
0.003719	-1.987129
0.003720	-1.574358
0.003721	-0.672129
0.003722	0.451629
0.003723	1.439735
0.003724	1.962228
0.003725	1.833659
0.003726	1.085286
0.003727	-0.035575
0.003728	-1.145960
0.003729	-1.865650
0.003730	-1.949428
0.003731	-1.373129
0.003732	-0.341044
0.003733	0.795766
0.003734	1.664489
0.003735	1.996706
0.003736	1.705895
0.003737	0.905967
0.003738	-0.145131
0.003739	-1.137905
0.003740	-1.806360
0.003741	-1.996151
0.003742	-1.692454
0.003743	-1.004343
0.003744	-0.115164
0.003745	0.771437
0.003746	1.480336
0.003747	1.900521
0.003748	1.988973
0.003749	1.769374
0.003750	1.310683
0.003751	0.704415
0.003752	0.044498
0.003753	-0.541628
0.003754	-1.089249
0.003755	-1.517646
0.003756	-1.808777
0.003757	-1.964573
0.003758	-2.000501
0.003759	-1.935089
0.003760	-1.794760
0.003761	-1.601264
0.003762	-1.374579
0.003763	-1.134199
0.003764	-0.890920
0.003765	-0.656662
0.003766	-0.435455
0.003767	-0.232615
0.003768	-0.048947
0.003769	0.114259
0.003770	0.258938
0.003771	0.385573
0.003772	0.496579
0.003773	0.594213
0.003774	0.679764
0.003775	0.756776
0.003776	0.826216
0.003777	0.891950
0.003778	0.954139
0.003779	1.015524
0.003780	1.077552
0.003781	1.142320
0.003782	1.210954
0.003783	1.283938
0.003784	1.362562
0.003785	1.446180
0.003786	1.535114
0.003787	1.627271
0.003788	1.719751
0.003789	1.809008
0.003790	1.888921
0.003791	1.953205
0.003792	1.991390
0.003793	1.994128
0.003794	1.948855
0.003795	1.842198
0.003796	1.663361
0.003797	1.401068
0.003798	1.052902
0.003799	0.620475
0.003800	0.119254
0.003801	-0.423855
0.003802	-0.966159
0.003803	-1.483491
0.003804	-1.835683
0.003805	-1.996151
