Time (s)	Signal (V)
0.005033	0.794477
0.005034	1.663683
0.005035	1.996062
0.005036	1.706539
0.005037	0.907256
0.005038	-0.143842
0.005039	-1.136777
0.005040	-1.805071
0.005041	-1.995668
0.005042	-1.692937
0.005043	-1.004987
0.005044	-0.116131
0.005045	0.769987
0.005046	1.479530
0.005047	1.899071
0.005048	1.988651
0.005049	1.769213
0.005050	1.310683
0.005051	0.704737
0.005052	0.045303
0.005053	-0.541145
0.005054	-1.088604
0.005055	-1.517002
0.005056	-1.808616
0.005057	-1.964573
0.005058	-2.000018
0.005059	-1.935089
0.005060	-1.794760
0.005061	-1.601264
0.005062	-1.375223
0.005063	-1.134521
0.005064	-0.890920
0.005065	-0.656340
0.005066	-0.435133
0.005067	-0.232776
0.005068	-0.049270
0.005069	0.113937
0.005070	0.258455
0.005071	0.385250
0.005072	0.496257
0.005073	0.593730
0.005074	0.679442
0.005075	0.756454
0.005076	0.826538
0.005077	0.891789
0.005078	0.953978
0.005079	1.015685
0.005080	1.077552
0.005081	1.142642
0.005082	1.211115
0.005083	1.284260
0.005084	1.362884
0.005085	1.446824
0.005086	1.535436
0.005087	1.627271
0.005088	1.720073
0.005089	1.809491
0.005090	1.888921
0.005091	1.953205
0.005092	1.992034
0.005093	1.994451
0.005094	1.948855
0.005095	1.842842
0.005096	1.663522
0.005097	1.401873
0.005098	1.053224
0.005099	0.621119
0.005100	0.120059
0.005101	-0.422889
0.005102	-0.965514
0.005103	-1.483007
0.005104	-1.835522
0.005105	-1.996473
0.005106	-1.914306
0.005107	-1.565336
0.005108	-0.966481
0.005109	-0.186054
0.005110	0.655759
0.005111	1.401390
0.005112	1.886987
0.005113	1.977534
0.005114	1.618088
0.005115	0.856022
0.005116	-0.140942
0.005117	-1.121793
0.005118	-1.809744
0.005119	-1.988095
0.005120	-1.575325
0.005121	-0.673579
0.005122	0.450501
0.005123	1.439091
0.005124	1.963033
0.005125	1.834786
0.005126	1.086574
0.005127	-0.034286
0.005128	-1.145638
0.005129	-1.865489
0.005130	-1.949267
0.005131	-1.374095
0.005132	-0.342333
0.005133	0.794315
0.005134	1.663361
0.005135	1.996223
0.005136	1.706378
0.005137	0.907417
0.005138	-0.143681
0.005139	-1.136455
0.005140	-1.805232
0.005141	-1.995668
0.005142	-1.693098
0.005143	-1.005309
0.005144	-0.115809
0.005145	0.769665
0.005146	1.479369
0.005147	1.899715
0.005148	1.988328
0.005149	1.769052
0.005150	1.311005
0.005151	0.704737
0.005152	0.045303
0.005153	-0.540984
0.005154	-1.088443
0.005155	-1.517002
0.005156	-1.808132
0.005157	-1.964573
0.005158	-1.999857
0.005159	-1.934928
0.005160	-1.794438
0.005161	-1.600942
0.005162	-1.375062
0.005163	-1.134038
0.005164	-0.891242
0.005165	-0.656340
0.005166	-0.435617
0.005167	-0.232937
0.005168	-0.049108
0.005169	0.113937
0.005170	0.258616
0.005171	0.385089
0.005172	0.495935
0.005173	0.593408
0.005174	0.679281
0.005175	0.756293
0.005176	0.826216
0.005177	0.891144
0.005178	0.953334
0.005179	1.015201
0.005180	1.077552
0.005181	1.142642
0.005182	1.210954
0.005183	1.284422
0.005184	1.362723
0.005185	1.446985
0.005186	1.535598
0.005187	1.627433
0.005188	1.720234
0.005189	1.809008
0.005190	1.889404
0.005191	1.953044
0.005192	1.991712
0.005193	1.994773
0.005194	1.948855
0.005195	1.842520
0.005196	1.663844
0.005197	1.402195
0.005198	1.053546
0.005199	0.621119
0.005200	0.119737
0.005201	-0.422566
0.005202	-0.965353
0.005203	-1.483007
0.005204	-1.835522
0.005205	-1.996312
0.005206	-1.914467
0.005207	-1.565497
0.005208	-0.966481
0.005209	-0.185893
0.005210	0.655759
0.005211	1.401712
0.005212	1.886665
0.005213	1.977373
0.005214	1.617927
0.005215	0.856505
0.005216	-0.140620
0.005217	-1.121310
0.005218	-1.809905
0.005219	-1.987934
0.005220	-1.575486
0.005221	-0.673579
0.005222	0.450340
0.005223	1.439413
0.005224	1.962872
0.005225	1.834947
0.005226	1.086574
0.005227	-0.034447
0.005228	-1.145155
0.005229	-1.865489
0.005230	-1.949267
0.005231	-1.373773
0.005232	-0.342333
0.005233	0.794315
0.005234	1.663522
0.005235	1.995901
0.005236	1.706539
0.005237	0.907256
0.005238	-0.144004
0.005239	-1.136455
0.005240	-1.805393
0.005241	-1.995990
0.005242	-1.692937
0.005243	-1.005148
0.005244	-0.115970
0.005245	0.769987
0.005246	1.479369
0.005247	1.899877
0.005248	1.988489
0.005249	1.769052
0.005250	1.310683
0.005251	0.704737
0.005252	0.045303
0.005253	-0.540823
0.005254	-1.088443
0.005255	-1.517163
0.005256	-1.808455
0.005257	-1.964412
0.005258	-1.999696
0.005259	-1.934928
0.005260	-1.794438
0.005261	-1.601103
0.005262	-1.375062
0.005263	-1.133877
0.005264	-0.891081
0.005265	-0.656340
0.005266	-0.435294
0.005267	-0.232776
0.005268	-0.049431
0.005269	0.114421
0.005270	0.257972
0.005271	0.385250
0.005272	0.495935
0.005273	0.593730
0.005274	0.679281
0.005275	0.756293
0.005276	0.826055
0.005277	0.890822
0.005278	0.953656
0.005279	1.015040
0.005280	1.076908
0.005281	1.141836
0.005282	1.210148
0.005283	1.283777
0.005284	1.362884
0.005285	1.446824
0.005286	1.535275
0.005287	1.627433
0.005288	1.720395
0.005289	1.809169
0.005290	1.888921
0.005291	1.953205
0.005292	1.991712
0.005293	1.994612
0.005294	1.949016
0.005295	1.843003
0.005296	1.663361
0.005297	1.402034
0.005298	1.053385
0.005299	0.620797
0.005300	0.120221
0.005301	-0.423050
0.005302	-0.965192
0.005303	-1.483329
0.005304	-1.835522
0.005305	-1.996473
0.005306	-1.914306
0.005307	-1.565658
0.005308	-0.966642
0.005309	-0.185893
0.005310	0.655597
0.005311	1.401551
0.005312	1.886665
0.005313	1.978017
0.005314	1.618088
0.005315	0.856344
0.005316	-0.140620
0.005317	-1.121471
0.005318	-1.809582
0.005319	-1.988257
0.005320	-1.575647
0.005321	-0.674063
0.005322	0.450018
0.005323	1.439091
0.005324	1.962872
0.005325	1.834947
0.005326	1.086897
0.005327	-0.033642
0.005328	-1.145155
0.005329	-1.865650
0.005330	-1.949106
0.005331	-1.373934
0.005332	-0.342655
0.005333	0.794154
0.005334	1.663683
0.005335	1.996223
0.005336	1.706701
0.005337	0.907417
0.005338	-0.143681
0.005339	-1.136616
0.005340	-1.804749
0.005341	-1.995990
0.005342	-1.693098
0.005343	-1.005309
0.005344	-0.116131
0.005345	0.769987
0.005346	1.479369
0.005347	1.899232
0.005348	1.988489
0.005349	1.769535
0.005350	1.311166
0.005351	0.704898
0.005352	0.045464
0.005353	-0.540662
0.005354	-1.088282
0.005355	-1.516519
0.005356	-1.808132
0.005357	-1.963928
0.005358	-2.000018
0.005359	-1.935089
0.005360	-1.793954
0.005361	-1.601264
0.005362	-1.374901
0.005363	-1.134038
0.005364	-0.891242
0.005365	-0.656501
0.005366	-0.435617
0.005367	-0.232776
0.005368	-0.049270
0.005369	0.113776
0.005370	0.258616
0.005371	0.385573
0.005372	0.496579
0.005373	0.593408
0.005374	0.679764
0.005375	0.756454
0.005376	0.826216
0.005377	0.891305
0.005378	0.953495
0.005379	1.014879
0.005380	1.076908
0.005381	1.141836
0.005382	1.209826
0.005383	1.283133
0.005384	1.362400
0.005385	1.445535
0.005386	1.534470
0.005387	1.626466
0.005388	1.720073
0.005389	1.809008
0.005390	1.889082
0.005391	1.953366
0.005392	1.991712
0.005393	1.994773
0.005394	1.949016
0.005395	1.842681
0.005396	1.664005
0.005397	1.401873
0.005398	1.053707
0.005399	0.621442
0.005400	0.120221
0.005401	-0.423050
0.005402	-0.965353
0.005403	-1.483329
0.005404	-1.835360
0.005405	-1.996151
0.005406	-1.914467
0.005407	-1.565658
0.005408	-0.966642
0.005409	-0.186215
0.005410	0.655436
0.005411	1.401390
0.005412	1.886826
0.005413	1.977856
0.005414	1.617605
0.005415	0.856666
0.005416	-0.140620
0.005417	-1.121310
0.005418	-1.809582
0.005419	-1.988095
0.005420	-1.575969
0.005421	-0.673901
0.005422	0.450179
0.005423	1.439091
0.005424	1.963033
0.005425	1.835270
0.005426	1.087058
0.005427	-0.033964
0.005428	-1.145316
0.005429	-1.865489
0.005430	-1.949589
0.005431	-1.373934
0.005432	-0.342655
0.005433	0.794154
0.005434	1.663361
0.005435	1.996062
0.005436	1.706701
0.005437	0.907417
0.005438	-0.143681
0.005439	-1.136455
0.005440	-1.804910
0.005441	-1.995184
0.005442	-1.692937
0.005443	-1.005309
0.005444	-0.116131
0.005445	0.769504
0.005446	1.479530
0.005447	1.899715
0.005448	1.988812
0.005449	1.769857
0.005450	1.311166
0.005451	0.704898
0.005452	0.045464
0.005453	-0.540662
0.005454	-1.088443
0.005455	-1.516841
0.005456	-1.808294
0.005457	-1.964734
0.005458	-2.000179
0.005459	-1.935089
0.005460	-1.794599
0.005461	-1.601103
0.005462	-1.374901
0.005463	-1.134038
0.005464	-0.891081
0.005465	-0.656662
0.005466	-0.435455
0.005467	-0.232937
0.005468	-0.049108
0.005469	0.114098
0.005470	0.258616
0.005471	0.384928
0.005472	0.496579
0.005473	0.593891
0.005474	0.679442
0.005475	0.756454
0.005476	0.825894
0.005477	0.891305
0.005478	0.953656
0.005479	1.014718
0.005480	1.076908
0.005481	1.141836
0.005482	1.209987
0.005483	1.283455
0.005484	1.361917
0.005485	1.446341
0.005486	1.534631
0.005487	1.626788
0.005488	1.719429
0.005489	1.808041
0.005490	1.888115
0.005491	1.953044
0.005492	1.991712
0.005493	1.994612
0.005494	1.948694
0.005495	1.843003
0.005496	1.663683
0.005497	1.402034
0.005498	1.053868
0.005499	0.621603
0.005500	0.119737
0.005501	-0.423211
0.005502	-0.965514
0.005503	-1.483168
0.005504	-1.835360
0.005505	-1.996312
0.005506	-1.914467
0.005507	-1.565819
0.005508	-0.966803
0.005509	-0.186215
0.005510	0.655114
0.005511	1.401229
0.005512	1.886504
0.005513	1.977695
0.005514	1.617927
0.005515	0.856666
0.005516	-0.140298
0.005517	-1.121471
0.005518	-1.809260
0.005519	-1.988095
0.005520	-1.575969
0.005521	-0.674224
0.005522	0.450018
0.005523	1.439413
0.005524	1.963033
0.005525	1.835109
0.005526	1.086897
0.005527	-0.033964
0.005528	-1.144993
0.005529	-1.865005
0.005530	-1.949267
0.005531	-1.374095
0.005532	-0.342333
0.005533	0.794477
0.005534	1.663683
0.005535	1.996062
0.005536	1.706701
0.005537	0.907739
0.005538	-0.143681
0.005539	-1.135810
0.005540	-1.805071
0.005541	-1.995829
0.005542	-1.693259
0.005543	-1.005793
0.005544	-0.116776
0.005545	0.769987
0.005546	1.479369
0.005547	1.899393
0.005548	1.988812
0.005549	1.769696
0.005550	1.311005
0.005551	0.705381
0.005552	0.045303
0.005553	-0.540662
0.005554	-1.088443
0.005555	-1.516680
0.005556	-1.808132
0.005557	-1.964412
0.005558	-2.000179
0.005559	-1.935573
0.005560	-1.794599
0.005561	-1.601425
0.005562	-1.375223
0.005563	-1.134521
0.005564	-0.891564
0.005565	-0.656501
0.005566	-0.435455
0.005567	-0.233260
0.005568	-0.049592
0.005569	0.114098
0.005570	0.258938
0.005571	0.385250
0.005572	0.496579
0.005573	0.593569
0.005574	0.679603
0.005575	0.756454
0.005576	0.826216
0.005577	0.890983
0.005578	0.953656
0.005579	1.015362
0.005580	1.077230
0.005581	1.142803
0.005582	1.210471
0.005583	1.283294
0.005584	1.362239
0.005585	1.446018
0.005586	1.534309
0.005587	1.626466
0.005588	1.719106
0.005589	1.808041
0.005590	1.887954
0.005591	1.951755
0.005592	1.990584
0.005593	1.993645
0.005594	1.948211
0.005595	1.843003
0.005596	1.663522
0.005597	1.401873
0.005598	1.053707
0.005599	0.621603
0.005600	0.120221
0.005601	-0.422889
0.005602	-0.965192
0.005603	-1.483168
0.005604	-1.835522
0.005605	-1.996473
0.005606	-1.914789
0.005607	-1.565497
0.005608	-0.966803
0.005609	-0.186054
0.005610	0.655275
0.005611	1.401068
0.005612	1.886987
0.005613	1.978178
0.005614	1.618088
0.005615	0.856827
0.005616	-0.140298
0.005617	-1.121310
0.005618	-1.809744
0.005619	-1.988418
0.005620	-1.575486
0.005621	-0.673901
0.005622	0.449373
0.005623	1.439413
0.005624	1.963194
0.005625	1.835270
0.005626	1.086897
0.005627	-0.033803
0.005628	-1.144993
0.005629	-1.865327
0.005630	-1.949267
0.005631	-1.374095
0.005632	-0.342816
0.005633	0.794477
0.005634	1.663361
0.005635	1.996062
0.005636	1.706701
0.005637	0.907739
0.005638	-0.143198
0.005639	-1.136293
0.005640	-1.805232
0.005641	-1.995829
0.005642	-1.693259
0.005643	-1.005470
0.005644	-0.116776
0.005645	0.769665
0.005646	1.479047
0.005647	1.899393
0.005648	1.988328
0.005649	1.769535
0.005650	1.311327
0.005651	0.705220
0.005652	0.045626
0.005653	-0.540501
0.005654	-1.088443
0.005655	-1.516841
0.005656	-1.807971
0.005657	-1.964895
0.005658	-2.000018
0.005659	-1.935089
0.005660	-1.794599
0.005661	-1.601103
0.005662	-1.375384
0.005663	-1.134038
0.005664	-0.891564
0.005665	-0.656662
0.005666	-0.435294
0.005667	-0.232776
0.005668	-0.049108
0.005669	0.114259
0.005670	0.258455
0.005671	0.385089
0.005672	0.496096
0.005673	0.593247
0.005674	0.679442
0.005675	0.756293
0.005676	0.826377
0.005677	0.891144
0.005678	0.953656
0.005679	1.015201
0.005680	1.077230
0.005681	1.142320
0.005682	1.210793
0.005683	1.283616
0.005684	1.362239
0.005685	1.445857
0.005686	1.534953
0.005687	1.626305
0.005688	1.719106
0.005689	1.807880
0.005690	1.887954
0.005691	1.951916
0.005692	1.990423
0.005693	1.993806
0.005694	1.947889
0.005695	1.841875
0.005696	1.662716
0.005697	1.401551
0.005698	1.053385
0.005699	0.621442
0.005700	0.120221
0.005701	-0.423211
0.005702	-0.965353
0.005703	-1.483007
0.005704	-1.835683
0.005705	-1.996473
0.005706	-1.914306
0.005707	-1.565980
0.005708	-0.966964
0.005709	-0.186537
0.005710	0.655436
0.005711	1.401229
0.005712	1.886504
0.005713	1.978339
0.005714	1.617927
0.005715	0.856022
0.005716	-0.140620
0.005717	-1.121793
0.005718	-1.809905
0.005719	-1.987934
0.005720	-1.575808
0.005721	-0.674385
0.005722	0.449857
0.005723	1.439091
0.005724	1.962872
0.005725	1.835592
0.005726	1.087058
0.005727	-0.033319
0.005728	-1.144993
0.005729	-1.865005
0.005730	-1.949912
0.005731	-1.374579
0.005732	-0.342977
0.005733	0.793832
0.005734	1.663039
0.005735	1.995740
0.005736	1.706701
0.005737	0.907900
0.005738	-0.143198
0.005739	-1.136132
0.005740	-1.805071
0.005741	-1.995668
0.005742	-1.693904
0.005743	-1.005470
0.005744	-0.116776
0.005745	0.769504
0.005746	1.479691
0.005747	1.899715
0.005748	1.988812
0.005749	1.769696
0.005750	1.311166
0.005751	0.704898
0.005752	0.045787
0.005753	-0.540501
0.005754	-1.088443
0.005755	-1.517163
0.005756	-1.808455
0.005757	-1.964734
0.005758	-2.000018
0.005759	-1.935089
0.005760	-1.794438
0.005761	-1.601103
0.005762	-1.375706
0.005763	-1.134360
0.005764	-0.891403
0.005765	-0.656662
0.005766	-0.435617
0.005767	-0.232776
0.005768	-0.049592
0.005769	0.113937
0.005770	0.258616
0.005771	0.385412
0.005772	0.496418
0.005773	0.593730
0.005774	0.679442
0.005775	0.756615
0.005776	0.826377
0.005777	0.891144
0.005778	0.953656
0.005779	1.014718
0.005780	1.077230
0.005781	1.141997
0.005782	1.210471
0.005783	1.283777
0.005784	1.362239
0.005785	1.446018
0.005786	1.535114
0.005787	1.626788
0.005788	1.718301
0.005789	1.808202
0.005790	1.888276
0.005791	1.952239
0.005792	1.990745
0.005793	1.993645
0.005794	1.948050
0.005795	1.842036
0.005796	1.662878
0.005797	1.401068
0.005798	1.052580
0.005799	0.620958
0.005800	0.120382
0.005801	-0.422728
0.005802	-0.965192
0.005803	-1.483007
0.005804	-1.835683
0.005805	-1.996312
0.005806	-1.914789
0.005807	-1.565819
0.005808	-0.967126
0.005809	-0.186054
0.005810	0.655436
0.005811	1.401229
0.005812	1.886826
0.005813	1.978178
0.005814	1.618410
0.005815	0.856827
0.005816	-0.140298
0.005817	-1.121149
0.005818	-1.809582
0.005819	-1.988257
0.005820	-1.576291
0.005821	-0.674385
0.005822	0.449534
0.005823	1.439091
0.005824	1.963356
0.005825	1.835431
0.005826	1.087058
0.005827	-0.033803
0.005828	-1.144993
0.005829	-1.865166
0.005830	-1.949751
0.005831	-1.374256
0.005832	-0.342977
0.005833	0.793832
0.005834	1.663361
0.005835	1.995901
0.005836	1.706862
0.005837	0.908222
0.005838	-0.143037
0.005839	-1.136293
0.005840	-1.805071
0.005841	-1.996151
0.005842	-1.693420
0.005843	-1.005631
0.005844	-0.116776
0.005845	0.769665
0.005846	1.479208
0.005847	1.899393
0.005848	1.988651
0.005849	1.769696
0.005850	1.311327
0.005851	0.705542
0.005852	0.045626
0.005853	-0.540501
0.005854	-1.088121
0.005855	-1.516680
0.005856	-1.807971
0.005857	-1.964412
0.005858	-2.000018
0.005859	-1.934928
0.005860	-1.794438
0.005861	-1.601264
0.005862	-1.375384
0.005863	-1.134360
0.005864	-0.891403
0.005865	-0.656501
0.005866	-0.435617
0.005867	-0.232937
0.005868	-0.049270
0.005869	0.114098
0.005870	0.258455
0.005871	0.385250
0.005872	0.496257
0.005873	0.593247
0.005874	0.679603
0.005875	0.756615
0.005876	0.826377
0.005877	0.891144
0.005878	0.953656
0.005879	1.014879
0.005880	1.077230
0.005881	1.142642
0.005882	1.210632
0.005883	1.283455
0.005884	1.362400
0.005885	1.446341
0.005886	1.535114
0.005887	1.627271
0.005888	1.719106
0.005889	1.808686
0.005890	1.888599
0.005891	1.952561
0.005892	1.990906
0.005893	1.993645
0.005894	1.948050
0.005895	1.841714
0.005896	1.663039
0.005897	1.401390
0.005898	1.053063
0.005899	0.621119
0.005900	0.120059
0.005901	-0.422728
0.005902	-0.965031
0.005903	-1.482202
0.005904	-1.834716
0.005905	-1.995990
0.005906	-1.914628
0.005907	-1.565819
0.005908	-0.966803
0.005909	-0.186376
0.005910	0.655114
0.005911	1.401068
0.005912	1.886665
0.005913	1.978339
0.005914	1.618249
0.005915	0.856827
0.005916	-0.140459
0.005917	-1.121310
0.005918	-1.809260
0.005919	-1.988579
0.005920	-1.576130
0.005921	-0.674546
0.005922	0.449857
0.005923	1.438929
0.005924	1.962872
0.005925	1.836075
0.005926	1.087219
0.005927	-0.033319
0.005928	-1.144671
0.005929	-1.865327
0.005930	-1.949267
0.005931	-1.374740
0.005932	-0.342977
0.005933	0.793671
0.005934	1.663522
0.005935	1.996223
0.005936	1.707184
0.005937	0.908383
0.005938	-0.143037
0.005939	-1.136132
0.005940	-1.805232
0.005941	-1.995668
0.005942	-1.693259
0.005943	-1.005470
0.005944	-0.116937
0.005945	0.769343
0.005946	1.479369
0.005947	1.899877
0.005948	1.988973
0.005949	1.770180
0.005950	1.311327
0.005951	0.705381
0.005952	0.045787
0.005953	-0.540662
0.005954	-1.088604
0.005955	-1.516519
0.005956	-1.808455
0.005957	-1.964251
0.005958	-2.000018
0.005959	-1.935734
0.005960	-1.794760
0.005961	-1.600942
0.005962	-1.375384
0.005963	-1.134360
0.005964	-0.891081
0.005965	-0.656501
0.005966	-0.435778
0.005967	-0.232776
0.005968	-0.049431
0.005969	0.114098
0.005970	0.258616
0.005971	0.385250
0.005972	0.496418
0.005973	0.593569
0.005974	0.679442
0.005975	0.756293
0.005976	0.826377
0.005977	0.890983
0.005978	0.953656
0.005979	1.015362
0.005980	1.077552
0.005981	1.141997
0.005982	1.210632
0.005983	1.283938
0.005984	1.362562
0.005985	1.446502
0.005986	1.534631
0.005987	1.627110
0.005988	1.719106
0.005989	1.808364
0.005990	1.888760
0.005991	1.952722
0.005992	1.991228
0.005993	1.994128
0.005994	1.948533
0.005995	1.842681
0.005996	1.663039
0.005997	1.401712
0.005998	1.053224
0.005999	0.621119
0.006000	0.120382
0.006001	-0.422244
0.006002	-0.965031
0.006003	-1.482202
0.006004	-1.834394
0.006005	-1.995345
0.006006	-1.913500
0.006007	-1.564852
0.006008	-0.966642
0.006009	-0.186537
0.006010	0.655114
0.006011	1.401390
0.006012	1.886826
0.006013	1.978500
0.006014	1.618732
0.006015	0.857150
0.006016	-0.140137
0.006017	-1.120827
0.006018	-1.809582
0.006019	-1.988418
0.006020	-1.576291
0.006021	-0.674707
0.006022	0.449695
0.006023	1.439091
0.006024	1.962872
0.006025	1.835592
0.006026	1.087541
0.006027	-0.033481
0.006028	-1.144671
0.006029	-1.865166
0.006030	-1.949106
0.006031	-1.375062
0.006032	-0.342655
0.006033	0.793993
0.006034	1.663683
0.006035	1.996223
0.006036	1.707184
0.006037	0.908061
0.006038	-0.142876
0.006039	-1.136132
0.006040	-1.804749
0.006041	-1.996151
0.006042	-1.693904
0.006043	-1.005954
0.006044	-0.116614
0.006045	0.769504
0.006046	1.479369
0.006047	1.899393
0.006048	1.989295
0.006049	1.770180
0.006050	1.311489
0.006051	0.705542
0.006052	0.045787
0.006053	-0.540501
0.006054	-1.088443
0.006055	-1.516841
0.006056	-1.808132
0.006057	-1.964412
0.006058	-1.999373
0.006059	-1.935573
0.006060	-1.794277
0.006061	-1.601264
0.006062	-1.375223
0.006063	-1.134360
0.006064	-0.891725
0.006065	-0.656662
0.006066	-0.435294
0.006067	-0.232937
0.006068	-0.049592
0.006069	0.113776
0.006070	0.258616
0.006071	0.385734
0.006072	0.496257
0.006073	0.593891
0.006074	0.679281
0.006075	0.756454
0.006076	0.826377
0.006077	0.891628
0.006078	0.953817
0.006079	1.015201
0.006080	1.077552
0.006081	1.142320
0.006082	1.210632
0.006083	1.283455
0.006084	1.362239
0.006085	1.446341
0.006086	1.535114
0.006087	1.627271
0.006088	1.719267
0.006089	1.808525
0.006090	1.888599
0.006091	1.952239
0.006092	1.991390
0.006093	1.994451
0.006094	1.948694
0.006095	1.842198
0.006096	1.663522
0.006097	1.401873
0.006098	1.053546
0.006099	0.621603
0.006100	0.120543
0.006101	-0.422083
0.006102	-0.964870
0.006103	-1.482041
0.006104	-1.834394
0.006105	-1.995668
0.006106	-1.913661
0.006107	-1.565013
0.006108	-0.966642
0.006109	-0.186376
0.006110	0.654792
0.006111	1.400262
0.006112	1.885698
0.006113	1.978339
0.006114	1.618410
0.006115	0.857472
0.006116	-0.140137
0.006117	-1.121471
0.006118	-1.809905
0.006119	-1.988579
0.006120	-1.576130
0.006121	-0.674707
0.006122	0.449212
0.006123	1.439091
0.006124	1.963033
0.006125	1.835431
0.006126	1.087702
0.006127	-0.032997
0.006128	-1.144510
0.006129	-1.865005
0.006130	-1.949589
0.006131	-1.374740
0.006132	-0.343460
0.006133	0.793832
0.006134	1.663039
0.006135	1.996384
0.006136	1.707184
0.006137	0.908222
0.006138	-0.143037
0.006139	-1.135971
0.006140	-1.804910
0.006141	-1.995829
0.006142	-1.693098
0.006143	-1.006115
0.006144	-0.116776
0.006145	0.769987
0.006146	1.478724
0.006147	1.899071
0.006148	1.988973
0.006149	1.769857
0.006150	1.311650
0.006151	0.705220
0.006152	0.045626
0.006153	-0.540662
0.006154	-1.088604
0.006155	-1.516519
0.006156	-1.808455
0.006157	-1.964573
0.006158	-2.000179
0.006159	-1.935573
0.006160	-1.794599
0.006161	-1.601264
0.006162	-1.375062
0.006163	-1.134521
0.006164	-0.891403
0.006165	-0.656501
0.006166	-0.435778
0.006167	-0.232937
0.006168	-0.049431
0.006169	0.114098
0.006170	0.258616
0.006171	0.385250
0.006172	0.496096
0.006173	0.593730
0.006174	0.679764
0.006175	0.756776
0.006176	0.826538
0.006177	0.891305
0.006178	0.953656
0.006179	1.014879
0.006180	1.077552
0.006181	1.142481
0.006182	1.210471
0.006183	1.283938
0.006184	1.362562
0.006185	1.446502
0.006186	1.535114
0.006187	1.626788
0.006188	1.719751
0.006189	1.808202
0.006190	1.889082
0.006191	1.952561
0.006192	1.991390
0.006193	1.994290
0.006194	1.948694
0.006195	1.842681
0.006196	1.663361
0.006197	1.401712
0.006198	1.053707
0.006199	0.621442
0.006200	0.120382
0.006201	-0.422566
0.006202	-0.964709
0.006203	-1.482524
0.006204	-1.834555
0.006205	-1.995507
0.006206	-1.913500
0.006207	-1.565336
0.006208	-0.966481
0.006209	-0.186537
0.006210	0.654470
0.006211	1.400423
0.006212	1.885698
0.006213	1.976889
0.006214	1.617282
0.006215	0.856988
0.006216	-0.139976
0.006217	-1.121149
0.006218	-1.809582
0.006219	-1.988095
0.006220	-1.576614
0.006221	-0.674707
0.006222	0.449373
0.006223	1.438929
0.006224	1.963194
0.006225	1.835431
0.006226	1.087541
0.006227	-0.033158
0.006228	-1.144671
0.006229	-1.865005
0.006230	-1.949589
0.006231	-1.374901
0.006232	-0.343622
0.006233	0.793671
0.006234	1.663200
0.006235	1.996706
0.006236	1.707184
0.006237	0.908222
0.006238	-0.142554
0.006239	-1.135649
0.006240	-1.804910
0.006241	-1.996151
0.006242	-1.693581
0.006243	-1.006276
0.006244	-0.117098
0.006245	0.769504
0.006246	1.478886
0.006247	1.899715
0.006248	1.989134
0.006249	1.769857
0.006250	1.311811
0.006251	0.705542
0.006252	0.045948
0.006253	-0.540178
0.006254	-1.088121
0.006255	-1.516680
0.006256	-1.808294
0.006257	-1.964895
0.006258	-1.999857
0.006259	-1.935250
0.006260	-1.794599
0.006261	-1.600780
0.006262	-1.375223
0.006263	-1.134521
0.006264	-0.891403
0.006265	-0.656501
0.006266	-0.435778
0.006267	-0.233099
0.006268	-0.049431
0.006269	0.113937
0.006270	0.258777
0.006271	0.385412
0.006272	0.496257
0.006273	0.593408
0.006274	0.679442
0.006275	0.756454
0.006276	0.826055
0.006277	0.891467
0.006278	0.953978
0.006279	1.015362
0.006280	1.077391
0.006281	1.142320
0.006282	1.210471
0.006283	1.284099
0.006284	1.362400
0.006285	1.446180
0.006286	1.534792
0.006287	1.626788
0.006288	1.719751
0.006289	1.809008
0.006290	1.888760
0.006291	1.952722
0.006292	1.991390
0.006293	1.994290
0.006294	1.948533
0.006295	1.842359
0.006296	1.663039
0.006297	1.401873
0.006298	1.053707
0.006299	0.621764
0.006300	0.120865
0.006301	-0.422566
0.006302	-0.964709
0.006303	-1.482524
0.006304	-1.834716
0.006305	-1.995829
0.006306	-1.913017
0.006307	-1.564852
0.006308	-0.966642
0.006309	-0.186537
0.006310	0.654470
0.006311	1.400101
0.006312	1.885698
0.006313	1.977373
0.006314	1.617605
0.006315	0.856827
0.006316	-0.139492
0.006317	-1.120343
0.006318	-1.808616
0.006319	-1.987773
0.006320	-1.576775
0.006321	-0.675029
0.006322	0.449051
0.006323	1.438768
0.006324	1.963033
0.006325	1.835753
0.006326	1.087541
0.006327	-0.033158
0.006328	-1.144188
0.006329	-1.865327
0.006330	-1.950234
0.006331	-1.375062
0.006332	-0.343138
0.006333	0.793349
0.006334	1.663522
0.006335	1.996223
0.006336	1.707345
0.006337	0.908383
0.006338	-0.142715
0.006339	-1.135649
0.006340	-1.805071
0.006341	-1.995990
0.006342	-1.693742
0.006343	-1.005954
0.006344	-0.117098
0.006345	0.769182
0.006346	1.479208
0.006347	1.899232
0.006348	1.988812
0.006349	1.770018
0.006350	1.311811
0.006351	0.705542
0.006352	0.045626
0.006353	-0.540662
0.006354	-1.088121
0.006355	-1.516519
0.006356	-1.808294
0.006357	-1.964573
0.006358	-1.999857
0.006359	-1.935411
0.006360	-1.794760
0.006361	-1.601425
0.006362	-1.375545
0.006363	-1.134360
0.006364	-0.892047
0.006365	-0.656824
0.006366	-0.436261
0.006367	-0.232937
0.006368	-0.049431
0.006369	0.113937
0.006370	0.258616
0.006371	0.385250
