Time	UI (ID 01) / Voltage U	UI (ID 03) / Voltage U
t/s	U/V	U/V

0.00	-0.37	-0.15
0.00	-0.37	-0.14
0.00	-0.37	-0.15
0.00	-0.37	-0.14
0.00	-0.37	-0.14
0.00	-0.37	-0.14
0.00	-0.37	-0.15
0.00	-0.37	-0.14
0.00	-0.37	-0.14
0.00	-0.37	-0.15
0.00	-0.37	-0.15
0.01	-0.39	-0.15
0.01	-0.37	-0.15
0.01	-0.37	-0.14
0.01	-0.37	-0.17
0.01	-0.39	-0.14
0.01	-0.37	-0.15
0.01	-0.37	-0.15
0.01	-0.37	-0.15
0.01	-0.37	-0.14
0.01	-0.37	-0.15
0.01	-0.37	-0.15
0.01	-0.37	-0.11
0.01	-0.36	-0.15
0.01	-0.36	-0.14
0.01	-0.37	-0.14
0.01	-0.37	-0.14
0.01	-0.37	-0.14
0.01	-0.37	-0.14
0.01	-0.37	-0.14
0.01	-0.37	-0.14
0.02	-0.37	-0.14
0.02	-0.39	-0.15
0.02	-0.37	-0.15
0.02	-0.37	-0.15
0.02	-0.36	-0.14
0.02	-0.37	-0.14
0.02	-0.37	-0.15
0.02	-0.37	-0.14
0.02	-0.37	-0.15
0.02	-0.37	-0.15
0.02	-0.37	-0.15
0.02	-0.36	-0.15
0.02	-0.36	-0.17
0.02	-0.37	-0.15
0.02	-0.37	-0.15
0.02	-0.37	-0.14
0.02	-0.37	-0.15
0.02	-0.36	-0.14
0.02	-0.37	-0.15
0.03	-0.37	-0.14
0.03	-0.37	-0.14
0.03	-0.36	-0.15
0.03	-0.37	-0.14
0.03	-0.37	-0.15
0.03	-0.37	-0.15
0.03	-0.37	-0.15
0.03	-0.37	-0.15
0.03	-0.36	-0.15
0.03	-0.37	-0.15
0.03	-0.37	-0.15
0.03	-0.37	-0.14
0.03	-0.37	-0.17
0.03	-0.36	-0.15
0.03	-0.37	-0.15
0.03	-0.36	-0.15
0.03	-0.36	-0.17
0.03	-0.36	-0.15
0.03	-0.36	-0.15
0.03	-0.34	-0.15
0.04	-0.37	-0.11
0.04	-0.36	-0.15
0.04	-0.36	-0.15
0.04	-0.36	-0.15
0.04	-0.37	-0.15
0.04	-0.36	-0.15
0.04	-0.36	-0.14
0.04	-0.34	-0.15
0.04	-0.37	-0.14
0.04	-0.36	-0.15
0.04	-0.36	-0.14
0.04	-0.36	-0.15
0.04	-0.37	-0.15
0.04	-0.36	-0.15
0.04	-0.37	-0.15
0.04	-0.37	-0.17
0.04	-0.37	-0.15
0.04	-0.36	-0.15
0.04	-0.37	-0.15
0.04	-0.36	-0.17
0.05	-0.37	-0.15
0.05	-0.36	-0.15
0.05	-0.36	-0.15
0.05	-0.36	-0.17
0.05	-0.36	-0.15
0.05	-0.36	-0.15
0.05	-0.36	-0.15
0.05	-0.36	-0.14
0.05	-0.34	-0.15
0.05	-0.36	-0.15
0.05	-0.36	-0.15
0.05	-0.37	-0.15
0.05	-0.36	-0.15
0.05	-0.37	-0.14
0.05	-0.36	-0.15
0.05	-0.37	-0.15
0.05	-0.36	-0.15
0.05	-0.36	-0.15
0.05	-0.36	-0.15
0.05	-0.37	-0.15
0.05	-0.36	-0.17
0.06	-0.36	-0.15
0.06	-0.36	-0.15
0.06	-0.36	-0.15
0.06	-0.36	-0.15
0.06	-0.36	-0.15
0.06	-0.36	-0.17
0.06	-0.36	-0.15
0.06	-0.36	-0.11
0.06	-0.34	-0.15
0.06	-0.36	-0.15
0.06	-0.34	-0.17
0.06	-0.36	-0.15
0.06	-0.36	-0.15
0.06	-0.36	-0.15
0.06	-0.34	-0.15
0.06	-0.36	-0.14
0.06	-0.36	-0.15
0.06	-0.36	-0.15
0.06	-0.34	-0.15
0.06	-0.36	-0.15
0.07	-0.34	-0.15
0.07	-0.37	-0.15
0.07	-0.34	-0.17
0.07	-0.36	-0.15
0.07	-0.34	-0.17
0.07	-0.36	-0.15
0.07	-0.34	-0.15
0.07	-0.34	-0.15
0.07	-0.36	-0.17
0.07	-0.34	-0.15
0.07	-0.34	-0.17
0.07	-0.34	-0.15
0.07	-0.36	-0.15
0.07	-0.34	-0.15
0.07	-0.34	-0.15
0.07	-0.34	-0.15
0.07	-0.36	-0.15
0.07	-0.34	-0.15
0.07	-0.34	-0.15
0.08	-0.34	-0.15
0.08	-0.34	-0.15
0.08	-0.34	-0.15
0.08	-0.37	-0.15
0.08	-0.34	-0.15
0.08	-0.36	-0.15
0.08	-0.34	-0.15
0.08	-0.36	-0.15
0.08	-0.34	-0.17
0.08	-0.36	-0.15
0.08	-0.34	-0.17
0.08	-0.34	-0.15
0.08	-0.34	-0.17
0.08	-0.34	-0.15
0.08	-0.34	-0.17
0.08	-0.34	-0.15
0.08	-0.34	-0.12
0.08	-0.34	-0.15
0.08	-0.34	-0.15
0.08	-0.34	-0.15
0.09	-0.34	-0.15
0.09	-0.34	-0.17
0.09	-0.34	-0.15
0.09	-0.34	-0.15
0.09	-0.34	-0.15
0.09	-0.34	-0.15
0.09	-0.36	-0.15
0.09	-0.34	-0.15
0.09	-0.34	-0.15
0.09	-0.34	-0.17
0.09	-0.34	-0.15
0.09	-0.34	-0.17
0.09	-0.34	-0.17
0.09	-0.34	-0.17
0.09	-0.34	-0.17
0.09	-0.34	-0.17
0.09	-0.34	-0.17
0.09	-0.34	-0.17
0.09	-0.34	-0.15
0.09	-0.33	-0.17
0.09	-0.34	-0.17
0.10	-0.34	-0.15
0.10	-0.34	-0.15
0.10	-0.34	-0.15
0.10	-0.34	-0.15
0.10	-0.34	-0.15
0.10	-0.34	-0.15
0.10	-0.34	-0.17
0.10	-0.33	-0.17
0.10	-0.36	-0.17
0.10	-0.34	-0.17
0.10	-0.34	-0.15
0.10	-0.33	-0.15
0.10	-0.34	-0.15
0.10	-0.33	-0.15
0.10	-0.34	-0.17
0.10	-0.34	-0.17
0.10	-0.34	-0.17
0.10	-0.34	-0.17
0.10	-0.33	-0.17
0.10	-0.34	-0.17
0.11	-0.33	-0.17
0.11	-0.34	-0.17
0.11	-0.33	-0.15
0.11	-0.33	-0.12
0.11	-0.33	-0.15
0.11	-0.33	-0.15
0.11	-0.34	-0.17
0.11	-0.33	-0.15
0.11	-0.33	-0.17
0.11	-0.33	-0.17
0.11	-0.33	-0.15
0.11	-0.33	-0.15
0.11	-0.34	-0.15
0.11	-0.34	-0.17
0.11	-0.33	-0.17
0.11	-0.34	-0.17
0.11	-0.33	-0.17
0.11	-0.33	-0.17
0.11	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.18
0.12	-0.33	-0.17
0.12	-0.33	-0.18
0.12	-0.33	-0.15
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.34	-0.15
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.12	-0.33	-0.15
0.12	-0.33	-0.17
0.12	-0.33	-0.17
0.13	-0.33	-0.15
0.13	-0.33	-0.17
0.13	-0.33	-0.17
0.13	-0.33	-0.17
0.13	-0.33	-0.17
0.13	-0.33	-0.15
0.13	-0.33	-0.18
0.13	-0.33	-0.17
0.13	-0.33	-0.17
0.13	-0.31	-0.17
0.13	-0.33	-0.17
0.13	-0.31	-0.15
0.13	-0.33	-0.12
0.13	-0.31	-0.17
0.13	-0.33	-0.17
0.13	-0.31	-0.17
0.13	-0.33	-0.17
0.13	-0.31	-0.17
0.13	-0.33	-0.15
0.13	-0.33	-0.15
0.14	-0.31	-0.17
0.14	-0.31	-0.17
0.14	-0.33	-0.17
0.14	-0.33	-0.17
0.14	-0.33	-0.15
0.14	-0.31	-0.17
0.14	-0.33	-0.17
0.14	-0.33	-0.17
0.14	-0.33	-0.17
0.14	-0.33	-0.17
0.14	-0.31	-0.17
0.14	-0.31	-0.18
0.14	-0.31	-0.17
0.14	-0.31	-0.18
0.14	-0.31	-0.17
0.14	-0.31	-0.17
0.14	-0.31	-0.17
0.14	-0.31	-0.17
0.14	-0.31	-0.17
0.14	-0.31	-0.17
0.14	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.17
0.15	-0.31	-0.18
0.15	-0.31	-0.17
0.15	-0.31	-0.18
0.15	-0.31	-0.17
0.15	-0.31	-0.18
0.15	-0.30	-0.17
0.16	-0.31	-0.14
0.16	-0.30	-0.17
0.16	-0.31	-0.17
0.16	-0.31	-0.17
0.16	-0.31	-0.17
0.16	-0.31	-0.17
0.16	-0.31	-0.17
0.16	-0.30	-0.17
0.16	-0.30	-0.17
0.16	-0.30	-0.17
0.16	-0.31	-0.17
0.16	-0.30	-0.17
0.16	-0.31	-0.17
0.16	-0.31	-0.17
0.16	-0.31	-0.17
0.16	-0.30	-0.17
0.16	-0.31	-0.17
0.16	-0.30	-0.18
0.16	-0.31	-0.17
0.16	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.31	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.31	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.17
0.17	-0.30	-0.18
0.18	-0.30	-0.17
0.18	-0.30	-0.18
0.18	-0.30	-0.17
0.18	-0.30	-0.18
0.18	-0.30	-0.18
0.18	-0.28	-0.18
0.18	-0.30	-0.17
0.18	-0.30	-0.14
0.18	-0.28	-0.17
0.18	-0.30	-0.17
0.18	-0.30	-0.18
0.18	-0.28	-0.17
0.18	-0.28	-0.17
0.18	-0.28	-0.17
0.18	-0.28	-0.17
0.18	-0.28	-0.17
0.18	-0.28	-0.17
0.18	-0.30	-0.17
0.18	-0.28	-0.17
0.19	-0.30	-0.17
0.19	-0.28	-0.17
0.19	-0.30	-0.17
0.19	-0.28	-0.18
0.19	-0.28	-0.18
0.19	-0.28	-0.18
0.19	-0.30	-0.17
0.19	-0.28	-0.18
0.19	-0.28	-0.17
0.19	-0.28	-0.18
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.19	-0.28	-0.17
0.20	-0.28	-0.17
0.20	-0.28	-0.18
0.20	-0.28	-0.17
0.20	-0.28	-0.17
0.20	-0.28	-0.17
0.20	-0.28	-0.17
0.20	-0.28	-0.18
0.20	-0.28	-0.18
0.20	-0.28	-0.17
0.20	-0.27	-0.18
0.20	-0.27	-0.17
0.20	-0.28	-0.18
0.20	-0.27	-0.18
0.20	-0.28	-0.20
0.20	-0.27	-0.17
0.20	-0.27	-0.14
0.20	-0.28	-0.17
0.20	-0.28	-0.17
0.20	-0.27	-0.18
0.20	-0.27	-0.17
0.21	-0.27	-0.17
0.21	-0.27	-0.17
0.21	-0.27	-0.18
0.21	-0.27	-0.17
0.21	-0.27	-0.18
0.21	-0.28	-0.17
0.21	-0.27	-0.17
0.21	-0.27	-0.17
0.21	-0.27	-0.18
0.21	-0.28	-0.17
0.21	-0.27	-0.18
0.21	-0.27	-0.17
0.21	-0.27	-0.18
0.21	-0.27	-0.17
0.21	-0.27	-0.17
0.21	-0.27	-0.17
0.21	-0.27	-0.20
0.21	-0.27	-0.17
0.21	-0.27	-0.17
0.22	-0.27	-0.18
0.22	-0.27	-0.17
0.22	-0.27	-0.17
0.22	-0.27	-0.17
0.22	-0.25	-0.17
0.22	-0.27	-0.17
0.22	-0.27	-0.18
0.22	-0.27	-0.17
0.22	-0.27	-0.17
0.22	-0.27	-0.17
0.22	-0.27	-0.17
0.22	-0.27	-0.17
0.22	-0.27	-0.17
0.22	-0.27	-0.18
0.22	-0.27	-0.17
0.22	-0.27	-0.18
0.22	-0.27	-0.18
0.22	-0.27	-0.17
0.22	-0.27	-0.18
0.22	-0.25	-0.17
0.22	-0.27	-0.18
0.23	-0.25	-0.18
0.23	-0.25	-0.18
0.23	-0.25	-0.17
0.23	-0.25	-0.15
0.23	-0.25	-0.18
0.23	-0.25	-0.17
0.23	-0.25	-0.18
0.23	-0.25	-0.17
0.23	-0.27	-0.18
0.23	-0.25	-0.17
0.23	-0.25	-0.18
0.23	-0.25	-0.17
0.23	-0.25	-0.17
0.23	-0.27	-0.17
0.23	-0.25	-0.17
0.23	-0.27	-0.17
0.23	-0.25	-0.18
0.23	-0.25	-0.17
0.23	-0.25	-0.18
0.23	-0.25	-0.18
0.24	-0.25	-0.18
0.24	-0.25	-0.17
0.24	-0.25	-0.18
0.24	-0.25	-0.17
0.24	-0.25	-0.20
0.24	-0.24	-0.18
0.24	-0.24	-0.18
0.24	-0.25	-0.18
0.24	-0.25	-0.17
0.24	-0.25	-0.18
0.24	-0.25	-0.17
0.24	-0.24	-0.18
0.24	-0.24	-0.17
0.24	-0.25	-0.18
0.24	-0.25	-0.18
0.24	-0.25	-0.18
0.24	-0.25	-0.17
0.24	-0.24	-0.17
0.24	-0.25	-0.17
0.25	-0.24	-0.18
0.25	-0.25	-0.17
0.25	-0.25	-0.18
0.25	-0.24	-0.17
0.25	-0.24	-0.20
0.25	-0.24	-0.18
0.25	-0.25	-0.18
0.25	-0.24	-0.17
0.25	-0.24	-0.20
0.25	-0.24	-0.17
0.25	-0.25	-0.18
0.25	-0.24	-0.17
0.25	-0.24	-0.15
0.25	-0.24	-0.18
0.25	-0.24	-0.17
0.25	-0.24	-0.18
0.25	-0.24	-0.17
0.25	-0.24	-0.17
0.25	-0.24	-0.17
0.25	-0.24	-0.18
0.25	-0.24	-0.18
0.26	-0.24	-0.18
0.26	-0.24	-0.17
0.26	-0.24	-0.18
0.26	-0.24	-0.18
0.26	-0.24	-0.18
0.26	-0.25	-0.18
0.26	-0.24	-0.18
0.26	-0.24	-0.18
0.26	-0.24	-0.20
0.26	-0.24	-0.18
0.26	-0.24	-0.18
0.26	-0.24	-0.17
0.26	-0.24	-0.18
0.26	-0.24	-0.20
0.26	-0.24	-0.20
0.26	-0.24	-0.18
0.26	-0.22	-0.18
0.26	-0.22	-0.18
0.26	-0.24	-0.18
0.26	-0.24	-0.17
0.27	-0.24	-0.17
0.27	-0.24	-0.17
0.27	-0.22	-0.18
0.27	-0.24	-0.18
0.27	-0.24	-0.18
0.27	-0.22	-0.17
0.27	-0.24	-0.18
0.27	-0.22	-0.18
0.27	-0.24	-0.18
0.27	-0.24	-0.17
0.27	-0.24	-0.17
0.27	-0.22	-0.18
0.27	-0.24	-0.18
0.27	-0.22	-0.18
0.27	-0.22	-0.18
0.27	-0.22	-0.20
0.27	-0.22	-0.18
0.27	-0.22	-0.20
0.27	-0.21	-0.18
0.28	-0.22	-0.14
0.28	-0.22	-0.18
0.28	-0.22	-0.18
0.28	-0.22	-0.18
0.28	-0.22	-0.17
0.28	-0.22	-0.18
0.28	-0.22	-0.18
0.28	-0.21	-0.18
0.28	-0.21	-0.17
0.28	-0.22	-0.18
0.28	-0.22	-0.18
0.28	-0.21	-0.18
0.28	-0.22	-0.17
0.28	-0.21	-0.17
0.28	-0.22	-0.18
0.28	-0.22	-0.20
0.28	-0.22	-0.18
0.28	-0.21	-0.20
0.28	-0.22	-0.18
0.28	-0.22	-0.20
0.28	-0.22	-0.18
0.29	-0.21	-0.20
0.29	-0.21	-0.18
0.29	-0.21	-0.20
0.29	-0.21	-0.17
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.22	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.18
0.29	-0.21	-0.20
0.30	-0.21	-0.18
0.30	-0.19	-0.20
0.30	-0.21	-0.17
0.30	-0.21	-0.20
0.30	-0.19	-0.18
0.30	-0.21	-0.18
0.30	-0.21	-0.18
0.30	-0.21	-0.15
0.30	-0.19	-0.18
0.30	-0.21	-0.18
0.30	-0.19	-0.18
0.30	-0.19	-0.18
0.30	-0.19	-0.18
0.30	-0.21	-0.18
0.30	-0.19	-0.18
0.30	-0.19	-0.18
0.30	-0.21	-0.20
0.30	-0.21	-0.18
0.30	-0.19	-0.20
0.31	-0.19	-0.18
0.31	-0.19	-0.18
0.31	-0.21	-0.18
0.31	-0.19	-0.18
0.31	-0.21	-0.18
0.31	-0.19	-0.20
0.31	-0.21	-0.18
0.31	-0.19	-0.20
0.31	-0.19	-0.18
0.31	-0.19	-0.20
0.31	-0.19	-0.18
0.31	-0.19	-0.20
0.31	-0.18	-0.18
0.31	-0.19	-0.17
0.31	-0.19	-0.18
0.31	-0.19	-0.18
0.31	-0.19	-0.18
0.31	-0.19	-0.17
0.31	-0.19	-0.18
0.31	-0.19	-0.18
0.31	-0.18	-0.18
0.32	-0.19	-0.18
0.32	-0.19	-0.18
0.32	-0.19	-0.17
0.32	-0.19	-0.18
0.32	-0.19	-0.18
0.32	-0.19	-0.18
0.32	-0.19	-0.18
0.32	-0.18	-0.18
0.32	-0.19	-0.18
0.32	-0.18	-0.20
0.32	-0.18	-0.18
0.32	-0.18	-0.20
0.32	-0.18	-0.18
0.32	-0.18	-0.18
0.32	-0.18	-0.17
0.32	-0.18	-0.15
0.32	-0.18	-0.18
0.32	-0.18	-0.17
0.32	-0.18	-0.18
0.32	-0.18	-0.17
0.33	-0.18	-0.18
0.33	-0.18	-0.17
0.33	-0.18	-0.18
0.33	-0.18	-0.18
0.33	-0.16	-0.18
0.33	-0.18	-0.18
0.33	-0.18	-0.18
0.33	-0.18	-0.17
0.33	-0.16	-0.18
0.33	-0.18	-0.18
0.33	-0.16	-0.18
0.33	-0.18	-0.18
0.33	-0.18	-0.20
0.33	-0.18	-0.17
0.33	-0.16	-0.18
0.33	-0.18	-0.18
0.33	-0.18	-0.20
0.33	-0.18	-0.18
0.33	-0.18	-0.20
0.34	-0.18	-0.18
0.34	-0.18	-0.18
0.34	-0.16	-0.18
0.34	-0.16	-0.18
0.34	-0.16	-0.18
0.34	-0.16	-0.18
0.34	-0.16	-0.18
0.34	-0.16	-0.17
0.34	-0.16	-0.18
0.34	-0.16	-0.18
0.34	-0.16	-0.17
0.34	-0.16	-0.18
0.34	-0.16	-0.18
0.34	-0.16	-0.18
0.34	-0.16	-0.20
0.34	-0.18	-0.18
0.34	-0.16	-0.20
0.34	-0.16	-0.18
0.34	-0.16	-0.20
0.34	-0.16	-0.18
0.34	-0.15	-0.20
0.35	-0.16	-0.18
0.35	-0.16	-0.20
0.35	-0.15	-0.18
0.35	-0.16	-0.14
0.35	-0.15	-0.18
0.35	-0.16	-0.20
0.35	-0.15	-0.18
0.35	-0.16	-0.18
0.35	-0.15	-0.20
0.35	-0.16	-0.18
0.35	-0.16	-0.18
0.35	-0.15	-0.18
0.35	-0.15	-0.17
0.35	-0.16	-0.18
0.35	-0.16	-0.18
0.35	-0.16	-0.18
0.35	-0.16	-0.18
0.35	-0.16	-0.17
0.35	-0.15	-0.20
0.35	-0.15	-0.18
0.36	-0.15	-0.20
0.36	-0.16	-0.18
0.36	-0.15	-0.20
0.36	-0.15	-0.18
0.36	-0.15	-0.20
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.36	-0.13	-0.18
0.36	-0.15	-0.18
0.36	-0.15	-0.17
0.36	-0.15	-0.18
0.36	-0.15	-0.18
0.37	-0.13	-0.18
0.37	-0.15	-0.18
0.37	-0.15	-0.18
0.37	-0.15	-0.18
0.37	-0.15	-0.20
0.37	-0.13	-0.18
0.37	-0.15	-0.20
0.37	-0.13	-0.18
0.37	-0.13	-0.18
0.37	-0.13	-0.18
0.37	-0.13	-0.20
0.37	-0.13	-0.18
0.37	-0.13	-0.14
0.37	-0.13	-0.18
0.37	-0.13	-0.18
0.37	-0.13	-0.18
0.37	-0.13	-0.18
0.37	-0.13	-0.18
0.37	-0.13	-0.18
0.37	-0.13	-0.18
0.38	-0.13	-0.18
0.38	-0.13	-0.18
0.38	-0.15	-0.18
0.38	-0.13	-0.18
0.38	-0.13	-0.18
0.38	-0.13	-0.20
0.38	-0.15	-0.18
0.38	-0.13	-0.20
0.38	-0.13	-0.18
0.38	-0.13	-0.20
0.38	-0.13	-0.18
0.38	-0.12	-0.20
0.38	-0.12	-0.18
0.38	-0.12	-0.20
0.38	-0.13	-0.18
0.38	-0.12	-0.18
0.38	-0.12	-0.18
0.38	-0.12	-0.18
0.38	-0.12	-0.18
0.38	-0.12	-0.18
0.38	-0.12	-0.18
0.39	-0.13	-0.17
0.39	-0.12	-0.18
0.39	-0.12	-0.17
0.39	-0.13	-0.18
0.39	-0.13	-0.18
0.39	-0.12	-0.18
0.39	-0.12	-0.17
0.39	-0.12	-0.18
0.39	-0.12	-0.18
0.39	-0.12	-0.18
0.39	-0.12	-0.18
0.39	-0.10	-0.20
0.39	-0.12	-0.18
0.39	-0.10	-0.20
0.39	-0.10	-0.18
0.39	-0.12	-0.20
0.39	-0.12	-0.18
0.39	-0.10	-0.20
0.39	-0.10	-0.18
0.40	-0.10	-0.14
0.40	-0.10	-0.18
0.40	-0.10	-0.18
0.40	-0.10	-0.18
0.40	-0.12	-0.18
0.40	-0.10	-0.18
0.40	-0.12	-0.17
0.40	-0.10	-0.18
0.40	-0.10	-0.18
0.40	-0.10	-0.18
0.40	-0.10	-0.18
0.40	-0.10	-0.18
0.40	-0.12	-0.18
0.40	-0.10	-0.18
0.40	-0.12	-0.17
0.40	-0.10	-0.20
0.40	-0.13	-0.18
0.40	-0.10	-0.20
0.40	-0.10	-0.18
0.40	-0.10	-0.20
0.41	-0.10	-0.18
0.41	-0.10	-0.20
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.17
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.09	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.18
0.41	-0.10	-0.20
0.42	-0.10	-0.18
0.42	-0.09	-0.18
0.42	-0.09	-0.18
0.42	-0.09	-0.20
0.42	-0.10	-0.18
0.42	-0.09	-0.20
0.42	-0.09	-0.18
0.42	-0.10	-0.15
0.42	-0.09	-0.18
0.42	-0.09	-0.17
0.42	-0.09	-0.18
0.42	-0.09	-0.17
0.42	-0.09	-0.17
0.42	-0.09	-0.18
0.42	-0.09	-0.18
0.42	-0.09	-0.18
0.42	-0.09	-0.18
0.42	-0.09	-0.18
0.42	-0.09	-0.18
0.43	-0.09	-0.18
0.43	-0.09	-0.17
0.43	-0.09	-0.18
0.43	-0.09	-0.20
0.43	-0.09	-0.18
0.43	-0.09	-0.20
0.43	-0.09	-0.18
0.43	-0.09	-0.18
0.43	-0.09	-0.18
0.43	-0.07	-0.20
0.43	-0.09	-0.18
0.43	-0.07	-0.20
0.43	-0.09	-0.18
0.43	-0.09	-0.18
0.43	-0.07	-0.18
0.43	-0.07	-0.18
0.43	-0.07	-0.18
0.43	-0.07	-0.17
0.43	-0.07	-0.18
0.43	-0.07	-0.18
0.44	-0.07	-0.18
0.44	-0.07	-0.17
0.44	-0.09	-0.18
0.44	-0.07	-0.18
0.44	-0.07	-0.18
0.44	-0.07	-0.17
0.44	-0.07	-0.18
0.44	-0.07	-0.20
0.44	-0.07	-0.18
0.44	-0.07	-0.18
0.44	-0.07	-0.20
0.44	-0.07	-0.17
0.44	-0.07	-0.20
0.44	-0.07	-0.18
0.44	-0.07	-0.18
0.44	-0.07	-0.18
0.44	-0.07	-0.15
0.44	-0.07	-0.18
0.44	-0.07	-0.18
0.44	-0.07	-0.18
0.44	-0.07	-0.18
0.45	-0.07	-0.18
0.45	-0.07	-0.18
0.45	-0.07	-0.18
0.45	-0.06	-0.17
0.45	-0.07	-0.18
0.45	-0.07	-0.18
0.45	-0.07	-0.18
0.45	-0.07	-0.17
0.45	-0.07	-0.18
0.45	-0.07	-0.18
0.45	-0.07	-0.18
0.45	-0.07	-0.18
0.45	-0.06	-0.20
0.45	-0.06	-0.18
0.45	-0.07	-0.18
0.45	-0.06	-0.18
0.45	-0.06	-0.20
0.45	-0.06	-0.18
0.45	-0.06	-0.20
0.46	-0.06	-0.18
0.46	-0.07	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.17
0.46	-0.06	-0.18
0.46	-0.06	-0.17
0.46	-0.06	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.18
0.46	-0.06	-0.17
0.46	-0.06	-0.20
0.46	-0.06	-0.18
0.46	-0.04	-0.20
0.46	-0.04	-0.18
0.47	-0.04	-0.18
0.47	-0.04	-0.18
0.47	-0.04	-0.18
0.47	-0.06	-0.18
0.47	-0.04	-0.14
0.47	-0.04	-0.18
0.47	-0.04	-0.18
0.47	-0.04	-0.17
0.47	-0.04	-0.18
0.47	-0.04	-0.18
0.47	-0.04	-0.18
0.47	-0.04	-0.18
0.47	-0.04	-0.17
0.47	-0.04	-0.18
0.47	-0.06	-0.17
0.47	-0.04	-0.18
0.47	-0.04	-0.17
0.47	-0.04	-0.18
0.47	-0.04	-0.17
0.47	-0.04	-0.18
0.47	-0.04	-0.18
0.48	-0.04	-0.20
0.48	-0.04	-0.18
0.48	-0.03	-0.20
0.48	-0.03	-0.18
0.48	-0.04	-0.20
0.48	-0.04	-0.18
0.48	-0.04	-0.20
0.48	-0.04	-0.18
0.48	-0.04	-0.18
0.48	-0.03	-0.18
0.48	-0.04	-0.17
0.48	-0.03	-0.17
0.48	-0.03	-0.18
0.48	-0.04	-0.17
0.48	-0.03	-0.18
0.48	-0.03	-0.18
0.48	-0.04	-0.17
0.48	-0.03	-0.18
0.48	-0.04	-0.17
0.49	-0.03	-0.18
0.49	-0.04	-0.17
0.49	-0.03	-0.18
0.49	-0.03	-0.18
0.49	-0.03	-0.18
0.49	-0.03	-0.18
0.49	-0.03	-0.18
0.49	-0.03	-0.18
0.49	-0.03	-0.20
0.49	-0.03	-0.18
0.49	-0.03	-0.18
0.49	-0.01	-0.18
0.49	-0.03	-0.14
0.49	-0.03	-0.18
0.49	-0.03	-0.17
0.49	-0.03	-0.18
0.49	-0.03	-0.17
0.49	-0.03	-0.18
0.49	-0.03	-0.17
0.49	-0.03	-0.18
0.50	-0.03	-0.18
0.50	-0.03	-0.17
0.50	-0.03	-0.17
0.50	-0.03	-0.18
0.50	-0.03	-0.17
0.50	-0.03	-0.17
